 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64
43,949.500,3435.780,3673.011,3650.202,1946.828,4238.449,4333.217,3443.045,4064.823,4129.527,4037.011,4861.746,4812.345,4554.503,3147.660,3240.327,2864.041,2921.302,2176.812,3967.171,4288.373,4593.404,6361.712,2752.567,5092.728,5506.768,4818.124,5028.550,5267.763,2745.006,2517.002,2369.907,3402.062,3470.650,3349.456,4734.531,4305.608,3464.337,2999.150,3503.560,3212.056,2588.406,3231.894,2783.514,3131.295,4570.557,3213.569,3261.016,3642.891,3163.252,2776.844,4678.003,4227.346,5094.129,2454.181,2521.341,3648.891,3593.554,2889.898,3725.925,2963.062,2242.219,5576.252,5732.795
44,894.463,3430.730,3687.774,3637.418,1957.723,4219.714,4336.131,3432.472,4046.489,4118.891,4053.361,4868.693,4823.508,4553.486,3127.320,3242.284,2887.972,2918.322,2187.199,3962.061,4315.097,4572.561,6342.162,2755.309,5136.025,5485.615,4849.682,5041.923,5261.292,2762.864,2527.438,2402.581,3405.730,3450.024,3364.589,4761.219,4327.668,3438.144,3003.172,3513.744,3214.515,2601.930,3232.050,2761.252,3144.716,4564.457,3243.319,3289.985,3644.041,3157.198,2774.424,4713.658,4233.520,5122.062,2446.391,2543.064,3667.466,3629.481,2908.361,3759.215,2958.176,2229.422,5562.175,5743.946
45,887.574,3413.012,3700.323,3636.975,1948.893,4232.354,4330.288,3457.253,4042.119,4135.618,4054.703,4843.939,4807.413,4547.841,3121.992,3234.483,2861.896,2913.170,2192.046,3931.327,4250.697,4578.046,6349.642,2756.515,5179.221,5502.112,4831.570,5009.468,5275.121,2736.820,2521.625,2402.086,3402.783,3472.544,3348.971,4724.339,4331.944,3434.772,3016.448,3504.486,3219.022,2581.388,3221.134,2768.821,3164.632,4586.468,3233.889,3271.665,3626.932,3183.064,2758.838,4653.726,4231.413,5123.292,2435.980,2534.803,3623.928,3584.833,2883.931,3732.925,2916.101,2259.458,5575.170,5725.941
46,919.426,3417.550,3684.492,3632.180,1961.633,4234.708,4324.327,3409.698,4047.886,4127.637,4066.501,4858.618,4815.579,4549.813,3161.858,3228.799,2866.328,2915.512,2180.513,3951.821,4279.616,4559.423,6369.173,2756.321,5156.096,5533.920,4838.198,5024.194,5287.267,2752.611,2522.975,2407.046,3414.880,3471.210,3351.681,4710.355,4349.320,3455.844,3030.060,3514.067,3208.231,2588.705,3217.469,2769.490,3148.255,4578.722,3239.812,3256.399,3664.722,3174.670,2779.152,4678.396,4218.773,5096.067,2443.187,2530.383,3623.439,3637.009,2903.686,3735.229,2920.254,2251.276,5584.660,5720.800
47,919.815,3434.499,3694.827,3638.848,1953.409,4190.889,4325.899,3395.937,4062.832,4129.212,4060.453,4865.301,4816.425,4552.274,3146.340,3241.157,2863.758,2901.476,2196.018,3941.203,4283.114,4559.943,6339.690,2759.422,5109.612,5488.663,4838.763,5027.855,5280.457,2751.730,2534.195,2408.372,3420.648,3458.123,3360.515,4730.674,4354.552,3452.758,3002.075,3504.349,3216.336,2579.710,3201.346,2779.378,3151.336,4606.436,3230.650,3287.208,3640.703,3169.079,2755.162,4698.872,4241.984,5117.227,2414.070,2519.722,3648.629,3602.082,2884.750,3741.020,2921.610,2236.041,5548.824,5705.561
48,890.463,3390.968,3698.672,3630.088,1956.506,4214.470,4282.509,3415.861,4041.925,4114.723,4042.459,4818.429,4796.229,4529.410,3129.415,3197.893,2866.131,2885.267,2168.355,3936.821,4246.697,4529.866,6382.680,2747.878,5104.287,5475.629,4820.865,4989.588,5249.362,2744.599,2511.885,2383.390,3393.365,3459.798,3346.737,4696.080,4356.233,3425.242,2985.251,3491.486,3180.237,2581.423,3196.912,2747.809,3131.351,4554.800,3206.027,3251.760,3624.597,3153.728,2741.202,4668.508,4211.908,5081.070,2441.072,2522.706,3600.763,3622.421,2909.429,3730.172,2920.819,2240.984,5502.515,5711.449
49,907.074,3404.110,3697.204,3614.776,1956.761,4180.850,4297.357,3386.586,4017.306,4094.510,4050.648,4842.701,4814.645,4505.692,3097.370,3203.360,2859.682,2891.502,2166.530,3909.541,4238.809,4514.151,6395.893,2757.696,5094.466,5470.659,4824.056,5001.246,5261.181,2745.603,2508.700,2394.894,3398.194,3503.588,3360.796,4705.589,4306.597,3434.780,2975.155,3516.604,3178.253,2589.208,3172.914,2761.958,3128.739,4548.877,3213.650,3267.304,3614.493,3176.416,2736.904,4644.053,4202.891,5120.860,2422.959,2506.817,3603.685,3646.223,2886.491,3739.855,2908.773,2235.876,5503.354,5715.346
50,909.222,3336.944,3680.345,3616.847,1960.290,4125.489,4277.909,3300.207,3949.874,4062.242,3990.484,4781.558,4696.736,4427.169,3054.563,3117.160,2780.328,2809.295,2103.263,3847.486,4240.905,4489.100,6368.438,2691.118,5037.433,5402.608,4749.510,4936.600,5203.894,2653.219,2418.103,2337.179,3308.636,3466.890,3347.647,4622.219,4242.032,3375.198,2962.938,3464.387,3123.718,2458.785,3115.267,2705.341,3057.479,4467.654,3105.112,3212.613,3530.336,3147.556,2669.187,4570.176,4100.105,5008.229,2379.822,2440.597,3549.438,3587.013,2902.915,3652.541,2815.722,2182.414,5435.681,5639.080
51,912.593,3355.884,3697.508,3609.480,1963.826,4189.110,4289.548,3352.856,3989.248,4099.260,4017.667,4786.898,4739.260,4452.354,3073.062,3116.270,2813.484,2837.918,2148.060,3875.589,4238.419,4538.776,6360.807,2700.243,5077.083,5428.905,4801.621,4974.182,5237.043,2709.109,2446.589,2374.764,3382.485,3487.761,3337.485,4662.091,4256.310,3366.938,2958.102,3486.757,3153.184,2517.035,3154.322,2734.057,3119.854,4528.102,3163.177,3237.453,3578.454,3124.603,2687.458,4598.763,4125.776,5077.153,2398.252,2464.921,3583.844,3659.150,2883.871,3652.240,2875.212,2215.493,5449.472,5675.990
52,926.648,3365.906,3674.135,3598.912,1960.757,4167.014,4298.230,3303.222,3961.292,4054.955,3996.864,4784.856,4743.449,4431.147,3067.389,3119.280,2804.360,2827.024,2114.420,3856.842,4253.094,4501.605,6352.491,2682.292,5018.435,5382.110,4743.629,4948.262,5183.244,2673.848,2415.530,2344.555,3314.509,3458.721,3367.634,4650.343,4221.859,3360.652,2972.516,3482.646,3156.432,2460.170,3122.084,2705.147,3072.806,4480.968,3117.694,3202.797,3541.293,3167.297,2675.843,4609.319,4138.213,5060.736,2347.415,2434.275,3567.035,3617.837,2870.799,3692.493,2806.343,2169.416,5381.014,5641.001
53,893.630,3416.565,3728.726,3633.106,1975.238,4204.949,4359.408,3400.613,4047.835,4117.074,4087.695,4867.484,4826.315,4520.172,3120.079,3213.377,2867.170,2890.260,2182.779,3915.837,4228.314,4561.961,6407.787,2775.859,5183.089,5520.030,4845.847,5010.722,5276.605,2763.320,2511.856,2410.063,3398.747,3508.638,3406.694,4749.003,4333.165,3461.995,3002.492,3539.287,3221.946,2601.885,3217.728,2763.309,3157.918,4556.309,3230.490,3289.506,3615.571,3169.400,2731.788,4676.292,4256.732,5122.144,2441.535,2525.480,3605.334,3613.236,2901.250,3770.179,2917.577,2249.734,5521.795,5717.941
54,893.518,3424.447,3713.560,3609.786,1970.533,4197.626,4356.050,3413.723,4051.064,4112.583,4022.024,4872.875,4857.567,4548.983,3136.607,3252.387,2887.794,2924.253,2184.568,3963.219,4241.098,4566.858,6390.006,2769.021,5134.836,5463.600,4821.844,5013.198,5255.890,2765.090,2500.499,2420.900,3396.068,3459.700,3406.945,4736.922,4294.396,3452.319,3028.566,3517.496,3189.863,2580.505,3239.831,2761.096,3125.038,4552.898,3219.904,3277.432,3616.283,3161.692,2746.102,4699.343,4245.245,5104.700,2436.163,2544.898,3635.336,3606.232,2880.539,3822.672,2932.641,2238.310,5528.030,5724.481
55,894.130,3409.119,3722.346,3651.160,1970.432,4241.034,4375.752,3428.853,4052.127,4184.901,4094.083,4855.730,4878.102,4568.513,3149.073,3241.685,2894.601,2922.352,2188.709,3989.577,4281.963,4607.467,6427.986,2765.600,5161.579,5495.380,4852.326,5037.409,5316.655,2778.823,2529.040,2416.281,3426.016,3468.141,3410.307,4741.406,4336.263,3445.911,3019.195,3552.045,3225.991,2619.191,3223.035,2818.744,3176.367,4597.179,3254.541,3292.493,3639.251,3169.909,2766.743,4708.700,4278.635,5104.542,2427.672,2548.488,3626.956,3645.863,2907.043,3774.091,2947.965,2265.878,5528.362,5748.081
56,907.556,3452.056,3694.464,3658.787,1967.809,4274.429,4382.205,3414.191,4059.015,4212.565,4063.437,4880.496,4887.759,4577.995,3118.328,3260.249,2904.182,2927.201,2193.935,3965.309,4248.703,4599.352,6443.405,2771.096,5144.571,5491.610,4840.040,5029.616,5292.214,2772.031,2535.661,2436.860,3419.352,3465.836,3427.144,4782.041,4325.958,3478.156,3006.190,3546.580,3250.936,2607.459,3257.344,2793.708,3159.646,4586.067,3252.932,3284.822,3647.984,3160.641,2758.353,4708.798,4290.646,5142.671,2449.350,2549.472,3608.619,3660.772,2893.058,3773.828,2947.610,2240.369,5500.620,5741.606
57,946.389,3437.594,3716.203,3649.258,1976.135,4267.294,4350.152,3424.451,4068.390,4233.826,4083.759,4877.248,4831.417,4570.637,3128.249,3238.371,2908.412,2935.492,2218.525,3958.508,4250.228,4608.422,6417.896,2778.771,5155.173,5485.285,4872.779,5025.249,5298.255,2790.616,2526.512,2425.064,3437.764,3483.352,3425.863,4747.338,4330.370,3451.956,3049.928,3560.559,3262.255,2626.722,3244.705,2788.045,3167.724,4579.431,3253.735,3306.760,3648.345,3173.553,2781.954,4705.497,4292.358,5146.693,2470.728,2565.704,3649.241,3653.163,2895.744,3808.808,2950.715,2255.286,5525.447,5740.177
58,900.722,3448.006,3704.730,3633.843,1969.373,4223.942,4378.011,3408.118,4080.657,4275.790,4055.030,4899.601,4861.305,4603.468,3130.116,3250.555,2900.627,2924.686,2196.381,3956.779,4233.770,4616.878,6423.296,2773.751,5157.544,5493.973,4822.626,5026.354,5283.143,2783.596,2519.189,2446.417,3431.312,3465.029,3407.649,4775.581,4338.112,3452.984,3041.135,3542.778,3239.186,2640.494,3252.362,2780.476,3134.775,4565.455,3238.428,3307.765,3625.809,3157.614,2782.246,4728.390,4297.094,5131.350,2426.835,2543.558,3604.137,3671.163,2896.681,3787.484,2941.226,2261.071,5502.546,5754.519
59,910.278,3441.550,3701.203,3664.581,1976.449,4281.688,4372.584,3402.504,4081.022,4299.234,4044.817,4892.712,4880.941,4591.582,3138.713,3232.837,2910.190,2938.307,2204.739,3971.179,4261.816,4627.498,6434.561,2794.214,5151.197,5490.958,4842.474,5035.640,5285.938,2798.924,2549.854,2449.891,3437.970,3465.229,3407.907,4734.060,4357.023,3469.128,3054.900,3539.019,3230.118,2629.393,3258.928,2811.339,3151.653,4595.404,3267.715,3290.083,3640.672,3171.460,2749.026,4731.154,4320.766,5136.648,2446.959,2566.354,3644.380,3678.584,2877.530,3792.833,2941.509,2254.172,5515.472,5759.316
60,896.111,3426.959,3692.291,3642.055,1972.499,4258.877,4359.309,3409.569,4026.914,4289.623,4065.466,4864.065,4868.471,4598.800,3146.664,3239.392,2898.249,2928.611,2194.888,3969.976,4247.322,4650.928,6425.957,2775.568,5172.756,5497.320,4839.137,5020.393,5287.493,2777.828,2532.368,2447.690,3419.675,3477.760,3421.600,4770.677,4350.602,3441.447,3040.673,3545.675,3238.535,2638.222,3273.279,2780.929,3165.962,4605.162,3259.809,3280.158,3638.636,3141.124,2758.195,4704.658,4285.070,5110.134,2453.430,2576.320,3627.255,3657.086,2870.636,3811.477,2927.132,2279.775,5501.119,5754.541
61,939.315,3444.836,3699.034,3655.473,1965.224,4278.701,4400.691,3412.844,4059.253,4299.743,4031.201,4893.258,4856.095,4571.786,3145.382,3230.580,2898.393,2932.392,2211.540,3968.931,4236.774,4614.496,6407.982,2776.795,5205.847,5518.625,4823.080,5036.866,5282.766,2767.326,2523.733,2456.133,3413.750,3465.945,3405.404,4777.776,4347.980,3466.291,3041.382,3545.671,3243.995,2630.104,3283.065,2781.967,3137.518,4575.012,3245.771,3276.855,3649.946,3157.274,2770.941,4707.354,4267.030,5154.088,2447.728,2545.768,3633.267,3674.717,2881.401,3779.661,2960.433,2251.122,5512.449,5770.411
62,912.537,3422.869,3704.661,3654.719,1977.889,4257.520,4363.190,3404.644,4055.956,4295.235,4059.725,4888.967,4800.378,4578.940,3139.553,3217.288,2912.079,2925.877,2184.399,3984.701,4229.344,4633.428,6431.108,2777.281,5167.301,5496.205,4836.017,5022.832,5251.162,2787.109,2543.092,2445.660,3412.690,3472.650,3408.739,4759.937,4328.874,3470.856,3062.677,3552.037,3231.375,2618.110,3266.457,2793.115,3164.336,4594.920,3253.871,3290.617,3630.840,3159.219,2768.107,4700.951,4291.624,5109.870,2438.348,2547.733,3616.460,3615.073,2896.640,3816.086,2956.748,2245.574,5493.190,5759.197
63,917.685,3426.460,3693.933,3637.353,1968.576,4242.806,4371.628,3373.583,4056.517,4279.859,4026.693,4867.648,4819.511,4567.007,3104.493,3217.723,2890.177,2932.173,2177.714,3919.620,4229.144,4628.042,6414.563,2758.531,5126.961,5487.576,4810.631,5002.691,5238.641,2750.896,2496.886,2450.444,3397.760,3486.952,3402.598,4732.872,4336.128,3423.070,3046.690,3526.085,3222.645,2590.702,3237.682,2763.696,3108.724,4543.547,3232.351,3257.864,3626.943,3134.067,2730.611,4682.276,4248.732,5096.801,2447.485,2524.872,3592.302,3667.549,2873.053,3797.830,2916.061,2226.927,5451.543,5768.962
64,929.926,3372.219,3685.358,3630.830,1957.010,4202.150,4361.523,3349.904,3993.502,4230.226,3961.516,4817.929,4861.738,4534.122,3073.455,3190.065,2853.087,2881.297,2149.181,3892.644,4250.959,4579.872,6394.568,2720.684,5096.311,5402.420,4772.268,4971.514,5238.716,2714.825,2483.582,2442.389,3364.271,3454.800,3394.830,4702.036,4278.069,3424.256,3008.973,3520.515,3195.676,2540.926,3188.826,2744.686,3069.799,4501.816,3158.824,3227.252,3572.841,3143.116,2671.672,4650.826,4230.878,5088.427,2386.533,2476.127,3539.193,3619.129,2874.808,3803.790,2849.565,2206.606,5456.050,5709.982
65,881.833,3377.163,3686.728,3607.510,1969.050,4192.007,4342.070,3315.508,3988.490,4193.396,3989.349,4781.648,4752.941,4505.962,3073.857,3131.770,2812.473,2842.025,2123.061,3850.291,4171.703,4557.136,6408.046,2688.573,5066.621,5427.222,4721.784,4951.018,5219.421,2683.151,2441.207,2406.993,3324.140,3476.697,3377.723,4695.395,4248.345,3392.991,3006.585,3510.725,3169.073,2543.770,3162.394,2703.527,3066.961,4502.086,3126.506,3182.951,3557.119,3122.050,2680.903,4611.800,4169.529,5048.195,2372.391,2452.102,3546.717,3668.652,2872.965,3737.765,2822.282,2155.562,5361.632,5672.440
66,874.000,3368.056,3675.915,3614.629,1974.766,4207.685,4352.878,3334.646,4017.905,4225.665,3983.961,4813.541,4754.387,4500.068,3082.218,3131.117,2840.125,2850.758,2123.066,3875.437,4205.635,4576.203,6360.576,2690.442,5078.472,5411.508,4777.036,4944.901,5225.528,2693.119,2440.884,2452.281,3334.581,3475.375,3393.699,4664.995,4275.328,3398.892,3010.871,3505.856,3152.443,2544.780,3206.675,2723.961,3072.942,4514.014,3162.090,3218.462,3575.604,3105.883,2682.588,4631.078,4180.191,5053.482,2370.404,2462.567,3555.666,3630.056,2869.151,3747.342,2889.577,2190.377,5404.995,5692.918
67,897.111,3372.903,3682.052,3606.898,1967.647,4217.583,4341.625,3350.473,4020.561,4230.737,4021.888,4806.298,4746.884,4489.199,3081.783,3119.139,2837.754,2863.657,2143.137,3857.471,4159.026,4587.041,6376.388,2703.785,5087.922,5467.500,4764.476,4979.438,5247.729,2697.349,2474.554,2457.680,3325.785,3481.187,3392.398,4707.612,4283.182,3411.184,3004.371,3516.078,3159.782,2545.424,3189.032,2746.623,3089.653,4553.734,3143.259,3218.003,3565.772,3130.351,2698.078,4628.292,4178.814,5047.577,2390.322,2475.293,3551.211,3666.948,2868.681,3737.011,2870.562,2210.383,5375.594,5696.049
68,909.315,3416.237,3702.140,3634.997,1973.468,4220.913,4403.098,3362.832,4061.988,4268.165,4009.209,4858.300,4861.028,4558.081,3099.135,3202.713,2890.534,2902.750,2183.420,3891.744,4215.975,4636.367,6422.108,2747.349,5134.633,5508.125,4807.333,4998.211,5274.055,2762.754,2504.647,2493.476,3378.991,3479.936,3406.636,4731.685,4308.753,3430.202,3066.782,3554.202,3242.500,2589.594,3229.582,2746.649,3129.793,4552.575,3195.730,3258.610,3598.958,3145.449,2732.087,4719.463,4253.493,5111.365,2404.657,2523.646,3603.891,3627.386,2881.508,3811.977,2893.326,2212.239,5462.775,5755.270
69,891.611,3401.082,3687.191,3630.425,1958.840,4239.263,4375.764,3393.821,4050.699,4254.447,3989.066,4834.733,4838.742,4552.061,3099.303,3202.983,2880.351,2916.263,2177.295,3902.100,4205.403,4650.526,6374.882,2748.214,5158.064,5477.224,4804.302,5000.623,5244.467,2757.146,2511.141,2489.366,3402.117,3478.384,3387.862,4722.500,4313.072,3447.678,3062.240,3514.007,3209.686,2612.766,3243.091,2743.304,3130.289,4576.633,3214.678,3274.257,3586.448,3154.782,2728.159,4719.839,4250.200,5102.932,2433.337,2540.411,3601.380,3637.854,2869.065,3790.959,2902.792,2250.237,5482.071,5734.306
70,899.018,3339.681,3670.658,3580.028,1966.113,4161.624,4323.877,3282.083,3926.756,4182.731,3929.622,4737.022,4744.229,4434.046,3044.295,3073.416,2797.533,2827.103,2097.224,3804.179,4188.528,4562.636,6347.533,2681.057,5022.302,5377.032,4712.503,4929.833,5179.768,2651.693,2403.121,2436.684,3298.639,3457.793,3377.616,4630.568,4211.766,3356.080,2985.837,3476.865,3125.184,2502.110,3171.501,2688.886,3031.767,4485.401,3092.012,3150.172,3519.382,3101.091,2645.559,4585.612,4127.543,4997.106,2344.687,2437.451,3522.689,3629.159,2838.893,3740.534,2789.855,2128.578,5357.146,5604.839
71,920.944,3352.477,3657.063,3586.392,1955.691,4159.969,4339.171,3307.765,3961.221,4151.507,3917.966,4761.385,4806.589,4466.349,3052.525,3116.260,2824.649,2853.155,2114.937,3850.516,4211.013,4578.291,6338.221,2681.706,5028.045,5415.582,4712.786,4950.890,5189.834,2681.468,2437.137,2437.710,3303.596,3456.536,3372.486,4674.407,4216.721,3388.159,3003.450,3496.204,3176.316,2552.215,3164.522,2712.818,3046.233,4510.372,3134.716,3182.871,3545.409,3105.234,2672.030,4615.535,4196.915,5011.116,2363.257,2469.356,3522.141,3643.455,2836.319,3749.084,2823.705,2164.144,5339.696,5673.636
72,931.815,3372.952,3663.064,3630.661,1968.615,4205.417,4355.396,3364.303,4007.930,4220.834,3994.556,4790.509,4823.454,4506.027,3084.690,3141.855,2854.760,2887.870,2163.726,3842.333,4194.800,4616.089,6371.155,2729.979,5108.224,5482.168,4814.240,4985.641,5243.058,2746.182,2477.990,2497.945,3354.180,3447.278,3388.896,4707.177,4308.553,3400.494,3059.648,3525.912,3190.275,2600.925,3196.201,2760.176,3105.323,4557.497,3200.019,3244.389,3599.199,3124.865,2708.473,4670.683,4241.775,5065.584,2415.435,2528.207,3595.086,3629.451,2870.594,3791.333,2890.306,2228.915,5391.384,5702.703
73,891.444,3348.543,3658.631,3583.805,1956.771,4187.289,4348.103,3314.446,3980.671,4187.695,3959.242,4786.824,4827.958,4452.625,3049.960,3116.947,2828.630,2870.740,2123.475,3845.655,4217.209,4574.672,6373.590,2678.564,5060.463,5420.156,4765.136,4946.839,5192.902,2719.357,2442.059,2463.175,3328.267,3441.767,3378.760,4671.015,4237.302,3427.499,2993.513,3491.072,3138.410,2552.455,3180.897,2710.361,3064.399,4514.844,3148.887,3179.864,3552.324,3122.106,2701.901,4644.139,4190.884,5034.356,2367.352,2468.276,3540.865,3682.361,2847.967,3799.317,2827.863,2176.584,5361.307,5702.203
74,887.426,3328.082,3661.415,3573.035,1958.978,4196.770,4335.558,3273.422,3934.123,4141.855,3915.161,4761.451,4767.237,4435.311,3029.738,3097.866,2809.961,2811.611,2084.202,3778.221,4209.761,4577.919,6351.435,2661.242,5013.149,5372.476,4734.696,4939.315,5162.877,2671.269,2410.105,2457.349,3293.748,3455.295,3381.262,4630.403,4221.218,3362.512,2980.743,3494.682,3150.502,2531.116,3165.728,2703.773,3020.436,4467.286,3107.896,3173.112,3515.393,3112.579,2660.900,4600.970,4170.534,5023.451,2339.589,2445.814,3531.837,3595.365,2865.405,3763.505,2793.073,2163.801,5330.363,5643.535
75,927.482,3315.687,3654.044,3572.823,1964.476,4159.851,4314.363,3284.377,3961.146,4141.025,3916.140,4754.167,4746.419,4418.675,3020.510,3075.464,2802.113,2851.413,2095.682,3787.425,4240.246,4573.017,6334.399,2676.382,5049.356,5383.630,4734.634,4939.890,5175.638,2645.646,2408.440,2464.360,3286.233,3471.646,3381.959,4644.157,4223.133,3366.628,2961.052,3470.882,3161.110,2529.418,3136.755,2691.872,3042.514,4487.529,3094.106,3152.539,3523.384,3128.000,2637.556,4610.950,4152.891,5002.089,2349.407,2448.981,3532.684,3652.691,2856.552,3765.912,2806.878,2185.576,5313.838,5643.710
76,863.907,3314.188,3652.329,3575.724,1963.118,4154.308,4327.206,3248.377,3923.961,4165.935,3934.120,4752.992,4747.764,4425.926,3033.050,3066.008,2819.123,2844.832,2073.741,3803.486,4211.952,4586.104,6398.685,2672.954,5004.051,5403.795,4715.493,4932.692,5184.671,2650.007,2394.181,2472.726,3280.679,3458.032,3358.813,4610.200,4206.958,3349.583,3003.108,3495.131,3129.062,2520.139,3137.825,2671.230,3034.950,4495.404,3087.150,3179.645,3517.115,3110.056,2649.223,4591.769,4179.534,5000.173,2321.422,2431.043,3513.714,3630.815,2871.216,3771.638,2817.038,2147.365,5325.537,5629.239
77,900.982,3336.988,3647.030,3569.921,1959.192,4154.586,4347.531,3270.406,3933.170,4165.562,3925.739,4748.371,4748.194,4449.313,3038.640,3106.590,2823.822,2838.346,2104.714,3850.754,4254.451,4560.580,6363.188,2683.136,5052.654,5383.942,4739.999,4948.358,5176.427,2659.635,2406.212,2472.093,3281.260,3470.539,3367.843,4593.497,4215.423,3379.883,3015.609,3480.972,3142.378,2539.895,3152.927,2681.124,3042.322,4490.838,3094.810,3150.289,3538.877,3121.952,2654.206,4625.408,4175.508,5021.004,2321.841,2450.526,3527.441,3678.288,2882.037,3806.269,2809.623,2160.191,5308.362,5647.558
