 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
198,727.299,1592.971,1416.535,1232.778,890.323,1091.522,1037.589,922.020,1221.264,1507.073,1361.139,1226.504,1461.550,986.134
199,714.228,1593.012,1413.075,1230.758,887.443,1089.126,1037.255,917.972,1222.231,1501.840,1355.747,1219.349,1461.796,983.111
200,729.007,1597.702,1420.774,1234.655,891.101,1096.206,1040.263,923.580,1228.980,1508.129,1358.272,1224.543,1465.682,989.457
201,723.118,1595.796,1414.148,1233.952,890.681,1097.932,1039.866,922.755,1223.253,1501.045,1357.224,1227.731,1473.483,989.074
202,720.309,1592.362,1419.210,1229.250,888.043,1091.953,1035.647,917.784,1224.218,1502.484,1357.623,1219.585,1463.857,977.008
203,722.924,1585.343,1411.004,1229.131,887.898,1090.415,1033.948,916.966,1220.436,1502.981,1354.801,1218.673,1469.671,980.739
204,725.326,1589.222,1413.130,1229.342,888.113,1092.079,1036.477,918.890,1221.122,1498.898,1363.681,1217.835,1463.943,979.354
205,725.833,1586.202,1416.464,1233.907,890.463,1094.581,1040.791,924.676,1223.631,1507.242,1356.245,1222.713,1469.379,983.571
206,719.203,1590.032,1410.510,1231.926,888.340,1092.273,1037.364,920.998,1222.641,1499.949,1361.312,1220.851,1469.771,980.023
207,731.848,1592.280,1416.932,1229.332,887.540,1092.424,1037.262,922.061,1225.365,1504.266,1354.596,1222.036,1462.539,978.371
208,721.941,1583.584,1411.898,1230.658,886.702,1090.933,1032.931,921.910,1221.516,1498.873,1357.194,1224.452,1461.414,983.481
209,716.586,1579.819,1414.149,1229.616,889.279,1088.425,1034.743,922.029,1222.009,1497.720,1357.161,1221.238,1467.755,981.359
210,728.534,1580.040,1413.823,1230.152,888.676,1094.304,1039.996,921.879,1224.264,1500.853,1359.265,1221.518,1471.317,981.860
211,727.723,1585.808,1413.902,1231.524,890.238,1093.503,1035.780,921.489,1224.549,1500.812,1357.532,1223.447,1471.123,982.605
212,721.125,1579.133,1411.004,1231.935,889.744,1091.198,1031.287,917.973,1223.328,1502.488,1358.280,1219.408,1465.301,985.949
213,717.414,1579.060,1406.938,1231.165,888.378,1091.443,1031.114,922.628,1225.028,1499.680,1360.473,1221.682,1466.915,982.776
214,724.858,1580.811,1416.334,1227.629,888.511,1089.898,1035.053,919.462,1224.486,1503.901,1361.807,1222.274,1471.230,980.347
215,724.007,1581.656,1412.970,1234.331,890.731,1092.072,1036.277,922.899,1227.067,1505.534,1361.989,1225.073,1470.592,987.811
216,723.083,1582.657,1412.252,1234.434,890.534,1090.980,1034.687,919.897,1227.778,1501.458,1351.722,1224.379,1462.619,986.015
217,722.174,1583.673,1414.468,1232.288,893.559,1090.759,1034.374,923.059,1230.947,1508.289,1362.326,1225.632,1467.863,987.678
218,718.294,1587.071,1416.732,1236.701,891.274,1090.919,1036.939,927.054,1232.793,1509.329,1365.403,1225.303,1473.732,990.118
219,722.365,1585.743,1414.027,1231.456,891.496,1091.991,1032.805,922.570,1230.093,1508.855,1369.867,1230.868,1468.871,987.638
220,723.917,1586.252,1417.415,1235.331,892.557,1095.247,1034.973,925.317,1232.617,1510.179,1365.170,1232.513,1473.232,987.873
221,726.640,1583.194,1411.218,1231.889,890.820,1091.431,1034.426,923.680,1232.267,1505.952,1357.339,1226.691,1464.379,983.762
222,723.694,1581.490,1414.001,1232.464,893.634,1090.744,1034.083,923.990,1229.828,1505.986,1361.516,1228.310,1467.067,985.909
223,714.463,1585.341,1411.927,1232.460,889.788,1089.875,1035.952,922.909,1232.621,1505.360,1360.733,1225.830,1469.661,983.339
224,718.608,1580.175,1409.758,1233.539,893.699,1094.147,1035.823,924.212,1230.043,1505.658,1358.626,1228.847,1458.486,990.510
225,720.064,1581.581,1407.558,1227.697,891.073,1087.518,1032.347,922.262,1225.916,1496.385,1360.235,1223.223,1452.673,984.094
226,716.096,1583.645,1407.258,1233.271,893.125,1089.349,1035.261,925.170,1231.493,1507.710,1361.227,1224.784,1463.245,987.823
227,720.650,1581.689,1408.224,1229.697,892.095,1088.387,1033.921,921.807,1229.061,1504.234,1360.015,1224.338,1462.928,985.602
228,724.250,1581.088,1408.680,1230.852,892.988,1086.602,1034.864,922.327,1225.291,1501.984,1358.539,1222.812,1464.847,984.722
229,727.059,1581.781,1406.078,1228.540,888.526,1086.984,1032.267,919.788,1223.166,1501.634,1360.335,1220.889,1460.555,983.311
230,728.275,1590.278,1413.278,1233.829,895.046,1089.055,1035.289,924.354,1230.725,1508.522,1364.877,1222.261,1468.040,986.874
231,723.605,1587.158,1414.335,1231.881,893.842,1088.806,1034.736,922.038,1232.007,1503.100,1360.935,1225.890,1467.829,983.853
232,727.042,1588.796,1414.187,1232.935,896.427,1090.036,1038.052,926.103,1234.724,1512.223,1369.633,1230.563,1465.544,987.877
233,714.586,1585.573,1409.131,1229.200,894.589,1086.850,1027.702,925.043,1226.664,1509.684,1363.236,1228.561,1461.627,989.912
234,716.032,1586.668,1406.708,1228.404,892.627,1084.805,1030.659,921.063,1224.625,1507.249,1362.821,1222.191,1462.808,981.595
235,727.032,1587.010,1407.891,1232.494,893.452,1085.803,1033.952,923.697,1226.614,1508.365,1362.264,1224.055,1462.075,976.521
236,721.951,1588.036,1407.312,1230.293,891.921,1083.584,1028.924,919.435,1224.325,1506.910,1361.923,1226.124,1466.440,981.585
237,718.336,1585.963,1411.996,1232.220,894.162,1084.727,1033.535,923.433,1228.801,1509.933,1363.561,1225.759,1463.256,984.234
238,723.341,1591.778,1411.316,1233.896,895.845,1084.461,1031.697,924.175,1225.208,1507.937,1364.358,1222.490,1461.376,986.094
239,721.451,1586.633,1404.925,1231.782,894.669,1086.347,1031.179,923.383,1222.917,1506.474,1365.377,1223.741,1458.408,985.727
240,725.289,1586.426,1401.482,1229.764,894.484,1084.492,1028.885,919.530,1220.580,1504.881,1357.986,1217.853,1452.812,976.968
241,718.326,1590.871,1408.049,1232.839,892.066,1086.170,1029.326,919.770,1224.674,1505.402,1356.216,1220.825,1451.568,986.523
242,724.074,1591.442,1405.423,1231.229,896.084,1086.330,1035.182,922.071,1224.114,1509.894,1358.465,1223.223,1459.119,981.528
243,718.311,1589.248,1405.260,1230.193,893.506,1082.715,1029.013,920.933,1222.752,1509.988,1356.490,1216.627,1454.135,982.714
244,738.600,1594.806,1407.057,1232.017,898.541,1088.070,1033.062,923.869,1224.145,1515.295,1362.934,1222.093,1453.670,982.137
245,723.647,1590.311,1405.491,1232.543,896.950,1086.043,1028.357,921.785,1225.004,1507.002,1363.102,1224.887,1461.529,978.216
246,729.625,1587.590,1403.321,1229.066,891.900,1082.266,1027.197,917.882,1220.134,1506.314,1357.688,1216.651,1458.434,975.936
247,722.500,1590.375,1404.512,1229.270,896.950,1086.336,1026.141,921.255,1221.214,1515.904,1361.915,1219.911,1459.396,982.310
248,715.015,1591.174,1400.359,1226.113,893.855,1085.439,1026.943,919.659,1220.704,1515.983,1362.571,1219.822,1454.238,977.100
249,726.961,1594.476,1404.787,1229.818,895.599,1091.916,1027.204,923.635,1222.799,1517.784,1364.069,1224.717,1450.861,979.348
250,720.615,1588.897,1403.562,1228.099,892.363,1089.846,1024.958,918.394,1219.657,1510.154,1351.615,1215.484,1453.787,977.274
251,718.931,1594.166,1398.723,1232.785,896.121,1089.902,1027.454,922.323,1221.464,1514.781,1356.840,1217.284,1456.722,977.943
252,718.311,1596.215,1403.503,1233.333,894.635,1089.580,1024.200,919.273,1217.439,1518.091,1361.621,1222.241,1461.794,978.965
253,723.525,1597.796,1404.172,1231.789,897.665,1091.107,1026.641,923.311,1220.880,1514.180,1362.388,1225.448,1451.033,981.829
254,725.806,1587.741,1397.243,1228.035,890.625,1086.235,1022.318,917.752,1214.859,1514.053,1354.446,1218.804,1449.057,976.529
255,718.686,1587.341,1399.260,1223.246,890.050,1083.926,1020.989,915.198,1214.267,1509.869,1355.246,1213.707,1443.600,970.362
256,729.956,1594.288,1398.915,1231.174,893.849,1089.383,1026.956,920.087,1220.828,1519.255,1359.142,1215.989,1449.593,975.727
257,732.507,1599.566,1400.463,1232.774,897.346,1095.476,1029.027,921.075,1220.054,1519.678,1363.337,1221.185,1451.379,983.989
258,729.282,1599.204,1394.656,1227.902,894.917,1089.359,1025.558,918.853,1216.168,1515.378,1358.880,1214.239,1454.070,979.409
259,721.723,1605.297,1399.200,1235.143,896.178,1090.220,1028.485,920.668,1217.577,1516.866,1361.340,1216.504,1454.475,978.359
260,721.613,1602.622,1396.107,1234.043,895.986,1091.171,1025.506,917.462,1217.171,1519.832,1363.041,1217.642,1447.762,972.941
261,720.980,1599.553,1405.105,1230.576,896.680,1088.869,1027.087,919.467,1213.144,1515.067,1363.530,1219.520,1454.061,976.779
262,723.272,1606.575,1398.180,1233.656,898.196,1089.076,1032.327,919.428,1217.128,1517.056,1363.708,1216.676,1449.319,978.555
263,723.831,1601.092,1399.217,1233.452,895.943,1090.417,1027.848,920.212,1215.206,1513.526,1366.668,1211.663,1443.967,981.468
264,721.272,1597.548,1393.871,1225.388,891.483,1086.220,1019.423,913.021,1210.288,1509.159,1354.900,1205.637,1442.282,977.844
265,711.473,1596.259,1390.389,1227.583,894.755,1091.336,1021.271,913.195,1215.181,1507.428,1359.133,1211.375,1443.539,977.439
266,732.203,1605.214,1395.449,1229.658,895.861,1091.876,1024.601,919.043,1213.070,1513.072,1359.100,1209.498,1449.126,981.894
267,726.488,1600.425,1393.312,1227.959,895.545,1086.870,1025.373,915.621,1207.623,1507.278,1358.332,1203.722,1446.545,980.344
268,729.333,1611.607,1400.505,1233.881,900.901,1093.034,1026.039,924.172,1215.374,1519.552,1368.069,1217.974,1445.901,984.217
269,725.718,1606.753,1401.713,1231.653,898.505,1087.304,1024.796,918.173,1213.797,1517.292,1360.545,1211.088,1442.086,986.699
270,727.404,1605.783,1399.086,1235.355,900.451,1090.404,1026.927,920.403,1214.661,1517.327,1362.241,1212.682,1449.292,985.484
271,732.701,1605.899,1398.212,1233.416,896.668,1088.278,1023.200,917.733,1211.691,1511.679,1358.999,1207.570,1445.238,983.183
272,721.336,1608.132,1400.721,1233.231,898.448,1088.962,1022.991,917.555,1211.783,1513.213,1356.583,1208.568,1443.931,981.048
273,728.061,1610.791,1398.094,1230.998,898.180,1086.046,1025.733,919.565,1213.560,1515.968,1358.664,1212.800,1441.672,988.795
274,731.304,1606.700,1395.757,1234.000,898.653,1087.510,1024.807,920.506,1213.025,1512.451,1366.456,1219.024,1449.123,982.872
275,723.223,1601.539,1392.688,1231.055,894.985,1082.775,1020.963,916.122,1210.601,1504.296,1355.394,1210.447,1438.913,980.890
276,723.939,1604.444,1393.272,1229.250,894.727,1085.005,1019.384,915.281,1211.331,1508.406,1360.058,1205.327,1445.843,978.136
277,742.446,1607.448,1398.691,1226.790,898.721,1088.797,1022.647,921.909,1210.669,1510.242,1365.403,1215.455,1444.764,984.272
278,729.025,1612.564,1394.379,1230.606,896.967,1087.627,1023.329,917.830,1215.276,1511.955,1370.876,1213.708,1445.092,984.875
279,733.218,1606.629,1394.423,1230.634,895.460,1086.926,1021.626,917.326,1212.823,1506.867,1361.527,1213.540,1445.190,981.481
280,731.407,1604.938,1396.238,1228.087,897.228,1085.175,1019.959,915.926,1209.488,1505.887,1353.210,1218.415,1446.086,985.824
281,722.054,1610.198,1393.325,1224.272,895.867,1082.078,1017.645,918.092,1211.768,1503.315,1359.765,1211.114,1436.886,981.130
282,731.262,1612.052,1398.463,1229.552,897.060,1083.613,1021.076,918.975,1209.846,1506.133,1365.914,1216.956,1435.995,979.916
283,730.689,1616.711,1397.515,1228.899,895.491,1083.566,1023.203,918.771,1214.809,1508.938,1368.400,1216.490,1446.436,982.108
284,727.975,1611.105,1399.698,1229.667,897.188,1086.333,1024.238,918.222,1207.839,1507.915,1362.405,1217.252,1440.232,982.730
285,726.596,1610.676,1392.491,1225.245,892.022,1080.285,1021.702,913.864,1208.453,1503.838,1359.671,1216.631,1439.757,980.026
286,725.743,1609.352,1396.208,1225.820,894.270,1082.064,1022.313,916.128,1207.994,1508.282,1364.546,1214.925,1439.481,979.637
287,728.912,1611.309,1391.874,1224.479,892.099,1078.583,1023.063,918.627,1209.773,1507.729,1364.437,1209.697,1438.635,980.350
288,725.583,1613.842,1392.364,1224.448,891.947,1079.578,1025.028,917.706,1212.389,1508.213,1368.149,1216.405,1431.377,977.591
289,718.424,1611.518,1393.987,1222.789,892.394,1080.207,1022.678,917.450,1210.253,1512.544,1368.671,1214.983,1436.722,979.725
290,731.098,1609.005,1392.889,1221.390,891.296,1077.583,1020.745,912.322,1203.971,1502.838,1360.708,1210.892,1432.707,974.815
291,720.245,1609.635,1394.942,1224.272,891.792,1079.145,1020.810,913.874,1209.411,1506.392,1356.293,1218.027,1429.369,979.200
292,728.642,1614.779,1399.506,1223.344,892.580,1081.993,1024.804,916.913,1210.631,1510.823,1361.858,1217.345,1439.724,978.947
293,728.863,1619.032,1401.276,1228.689,898.134,1083.783,1025.406,920.191,1213.024,1512.565,1368.579,1217.150,1439.992,985.056
294,725.564,1610.870,1392.207,1223.099,893.147,1080.495,1020.347,912.096,1208.849,1502.838,1359.834,1215.764,1430.604,977.771
295,723.480,1611.045,1399.416,1225.936,893.054,1080.735,1022.252,916.910,1213.882,1509.632,1354.699,1218.105,1427.770,975.828
296,722.740,1620.169,1396.374,1226.795,896.846,1084.629,1024.894,918.478,1215.412,1513.298,1359.367,1218.502,1436.580,981.559
297,733.858,1611.576,1401.017,1226.737,895.346,1083.376,1023.014,917.595,1212.096,1513.623,1356.525,1217.956,1428.430,980.756
298,725.069,1612.722,1402.006,1226.562,897.470,1082.101,1025.021,919.493,1216.451,1514.135,1370.305,1218.996,1434.337,980.557
299,722.338,1609.925,1394.743,1221.542,891.626,1082.494,1022.718,917.283,1214.041,1511.433,1360.458,1219.347,1427.620,980.809
300,727.583,1607.176,1397.572,1224.898,892.741,1081.588,1021.822,915.717,1213.837,1504.793,1355.463,1214.402,1425.202,980.369
301,731.902,1612.149,1398.159,1223.425,892.439,1081.192,1022.953,915.468,1210.381,1512.501,1360.997,1216.010,1424.860,977.576
302,723.507,1611.827,1402.903,1225.079,894.911,1078.567,1026.815,917.577,1214.973,1510.901,1360.203,1217.247,1434.423,978.935
303,725.326,1611.145,1401.579,1223.052,893.467,1081.351,1022.984,916.641,1212.001,1509.349,1366.075,1216.272,1430.074,982.353
304,724.196,1618.677,1409.548,1227.669,897.977,1086.695,1031.534,921.815,1220.045,1510.736,1365.575,1220.326,1429.145,981.994
305,732.679,1612.654,1402.469,1226.569,894.550,1079.169,1024.148,918.090,1218.531,1508.501,1357.819,1222.599,1421.054,976.565
306,719.799,1618.590,1403.644,1225.825,894.392,1078.843,1028.516,917.964,1220.891,1510.034,1365.823,1223.267,1418.242,978.468
307,726.319,1615.118,1403.898,1223.299,891.554,1075.352,1025.199,917.889,1215.393,1506.544,1360.198,1219.073,1428.444,979.787
308,723.304,1612.717,1401.952,1221.987,890.017,1079.585,1024.329,914.512,1216.592,1508.396,1367.382,1219.634,1412.142,980.982
309,721.287,1613.692,1402.627,1226.057,892.759,1082.162,1023.857,917.240,1215.667,1509.598,1358.946,1223.775,1411.348,978.042
310,718.115,1612.021,1406.731,1224.313,890.503,1081.457,1023.124,915.173,1212.805,1505.632,1357.644,1221.266,1418.542,975.037
311,714.554,1614.805,1405.489,1225.441,891.158,1076.705,1025.219,913.755,1217.437,1505.371,1358.429,1218.911,1417.875,982.010
312,711.316,1613.181,1407.306,1224.410,892.648,1084.315,1023.675,917.306,1215.855,1507.253,1360.450,1217.893,1416.814,979.401
313,721.130,1613.525,1407.487,1224.073,893.237,1081.987,1026.029,917.286,1217.042,1506.900,1366.099,1217.705,1412.535,981.004
314,721.414,1610.030,1404.675,1225.643,890.769,1080.875,1021.048,915.387,1212.838,1502.960,1363.602,1221.673,1412.302,978.124
315,725.647,1609.594,1404.964,1222.664,890.575,1079.773,1027.566,914.004,1209.790,1501.506,1356.547,1219.347,1415.743,975.893
316,724.838,1602.053,1397.440,1219.821,886.198,1078.343,1022.901,909.896,1211.502,1502.084,1359.086,1217.704,1395.816,977.448
317,725.412,1605.617,1403.690,1221.281,887.930,1075.908,1023.798,912.577,1218.380,1502.980,1358.795,1215.580,1406.566,977.788
318,723.980,1608.834,1409.755,1223.936,891.035,1081.697,1026.558,915.362,1218.482,1503.244,1364.993,1218.517,1411.540,982.148
319,723.015,1605.778,1407.313,1225.045,887.532,1079.118,1021.206,912.539,1220.994,1504.680,1358.878,1215.867,1411.798,974.251
320,724.797,1606.899,1407.572,1226.592,887.333,1083.162,1025.993,916.063,1218.238,1497.493,1362.412,1214.253,1412.847,980.592
321,724.966,1609.568,1414.372,1229.094,892.356,1083.497,1025.876,918.744,1222.781,1508.301,1362.971,1215.911,1414.101,980.008
322,725.600,1602.150,1406.805,1220.645,886.523,1081.085,1021.228,910.527,1218.356,1498.679,1357.659,1216.137,1405.769,975.746
323,732.228,1607.826,1409.330,1228.929,891.629,1083.938,1022.950,918.287,1223.008,1503.414,1370.701,1219.224,1409.028,984.132
324,718.255,1603.411,1407.239,1227.896,889.759,1083.475,1023.981,915.947,1218.626,1502.143,1363.031,1217.351,1414.602,976.491
325,723.071,1596.422,1403.826,1223.839,888.312,1080.708,1017.878,911.914,1215.045,1489.956,1354.061,1218.198,1401.919,974.739
326,718.745,1601.191,1404.621,1223.136,886.407,1075.382,1016.228,912.673,1215.227,1495.783,1366.870,1213.264,1408.594,974.951
327,709.370,1597.125,1405.044,1225.064,885.333,1078.456,1017.728,912.112,1216.924,1494.176,1360.034,1213.855,1406.932,972.113
328,705.402,1594.094,1398.830,1218.074,884.841,1073.155,1012.260,912.274,1214.357,1488.542,1363.259,1207.890,1404.598,965.962
329,718.230,1597.352,1406.432,1227.237,887.118,1078.686,1017.432,914.451,1218.437,1496.659,1368.416,1212.737,1408.216,973.512
330,720.951,1594.472,1405.058,1221.984,884.216,1077.036,1015.837,911.828,1212.106,1491.229,1362.185,1209.580,1408.092,970.061
331,725.571,1599.545,1403.944,1225.108,885.517,1076.999,1016.822,914.335,1219.545,1496.612,1365.520,1215.016,1411.768,972.201
332,721.049,1597.478,1409.334,1224.998,887.682,1075.838,1017.956,912.888,1219.647,1498.288,1366.387,1217.421,1406.369,975.246
333,721.515,1597.364,1408.813,1224.630,886.113,1072.817,1016.510,913.056,1223.667,1496.067,1367.351,1214.796,1411.700,977.611
334,723.431,1596.101,1411.510,1228.282,887.526,1076.835,1017.995,915.015,1220.588,1499.010,1364.917,1216.090,1414.708,977.789
335,728.939,1590.110,1407.799,1227.292,886.186,1075.793,1016.781,914.062,1224.323,1495.164,1366.825,1221.334,1416.650,970.431
336,719.061,1591.420,1412.620,1228.845,888.058,1079.370,1020.405,914.858,1222.401,1498.397,1366.071,1214.831,1408.268,980.543
337,716.044,1590.980,1411.501,1227.062,885.296,1075.301,1019.109,911.707,1216.144,1498.199,1367.704,1219.351,1407.998,969.352
338,724.360,1590.927,1410.322,1228.349,886.053,1074.520,1017.803,912.614,1221.176,1500.311,1372.733,1221.962,1410.510,977.228
339,717.934,1594.767,1412.518,1227.768,886.777,1077.992,1019.797,913.810,1220.795,1492.454,1369.441,1216.804,1404.077,975.210
340,719.363,1591.703,1410.807,1226.708,885.967,1077.041,1019.235,913.984,1221.653,1492.046,1368.042,1217.625,1406.278,976.278
341,715.578,1589.414,1413.391,1224.282,885.871,1076.564,1019.415,913.838,1220.763,1495.569,1367.279,1218.967,1411.751,973.378
342,715.412,1590.411,1408.797,1223.398,885.325,1076.607,1018.264,911.727,1219.011,1496.716,1369.540,1216.899,1397.747,977.207
343,720.689,1590.868,1410.025,1227.174,885.865,1076.384,1018.848,912.380,1224.621,1491.565,1372.376,1218.646,1403.943,982.138
344,724.789,1593.650,1409.213,1223.329,884.939,1074.405,1017.140,916.405,1222.436,1499.888,1379.672,1219.758,1406.991,980.227
345,724.794,1592.298,1408.329,1224.989,886.311,1080.739,1019.232,914.660,1213.959,1494.903,1377.476,1221.498,1406.255,982.227
346,731.049,1592.252,1412.846,1222.553,885.272,1075.021,1016.764,912.974,1222.147,1496.751,1376.276,1216.922,1402.145,984.439
347,719.571,1587.418,1412.593,1223.227,886.041,1077.796,1017.748,913.014,1218.952,1499.317,1373.041,1216.608,1404.166,982.837
348,730.632,1594.010,1414.347,1225.664,888.029,1081.515,1018.016,915.110,1221.873,1494.070,1380.919,1220.907,1399.780,980.035
349,736.270,1591.716,1410.405,1222.504,885.673,1080.932,1018.305,912.348,1224.974,1497.808,1377.644,1215.743,1406.910,980.376
350,726.299,1593.121,1410.076,1224.419,885.134,1085.007,1018.633,915.112,1221.390,1495.026,1376.225,1222.816,1403.516,978.652
351,720.387,1594.704,1415.344,1223.628,884.710,1078.175,1018.035,910.980,1226.296,1499.243,1380.476,1222.184,1412.739,985.095
352,723.164,1593.383,1414.337,1223.431,884.994,1080.014,1020.229,912.461,1228.784,1495.171,1383.140,1220.730,1413.652,985.001
353,722.086,1590.676,1415.691,1222.888,882.431,1085.428,1018.403,913.804,1233.287,1493.748,1379.796,1217.586,1416.564,980.565
354,726.588,1586.890,1408.276,1222.176,881.731,1078.788,1015.168,907.948,1236.877,1488.064,1380.696,1215.726,1411.458,978.002
