 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18
168,670.389,905.314,1032.781,858.962,1113.234,1113.586,1236.992,1096.450,1079.773,1195.779,1031.885,932.216,955.926,781.494,775.522,842.662,836.856,1099.511
169,673.012,901.582,1029.857,856.587,1106.086,1108.442,1231.836,1091.933,1076.563,1194.677,1028.943,929.511,945.911,778.976,770.012,838.131,832.651,1093.666
170,674.940,901.284,1033.967,858.935,1109.825,1115.161,1234.506,1095.535,1080.351,1195.469,1030.178,934.532,954.919,781.717,773.530,843.875,839.523,1101.538
171,672.801,903.013,1033.849,858.446,1104.796,1113.081,1231.423,1095.815,1080.061,1193.004,1027.323,930.678,947.591,779.672,774.393,841.748,836.236,1097.572
172,674.845,901.796,1035.203,856.378,1114.192,1111.148,1235.192,1093.478,1074.420,1195.934,1033.371,933.552,949.339,778.981,774.414,842.579,838.551,1097.279
173,677.201,899.999,1028.716,854.238,1109.457,1106.748,1229.698,1091.067,1072.087,1189.714,1029.891,933.107,947.086,779.143,771.183,840.347,835.538,1096.464
174,674.379,900.923,1031.407,855.833,1115.979,1112.038,1231.706,1093.791,1076.409,1194.061,1031.221,933.765,948.544,779.696,771.890,841.766,835.885,1103.097
175,674.415,902.612,1036.555,857.608,1112.816,1113.575,1231.652,1091.987,1076.486,1195.856,1029.168,934.236,948.445,780.018,774.860,841.957,835.283,1100.996
176,674.690,901.164,1033.346,855.679,1109.705,1112.319,1228.218,1089.614,1083.011,1191.768,1027.646,935.379,946.624,779.143,773.247,841.298,834.996,1101.946
177,669.622,899.654,1033.092,855.155,1105.805,1112.178,1228.804,1093.997,1076.796,1189.570,1028.228,934.336,946.728,778.245,772.005,839.437,834.594,1099.491
178,686.639,901.397,1036.744,857.201,1119.163,1109.244,1232.807,1095.277,1079.277,1188.800,1030.995,939.110,947.799,782.821,774.328,843.175,837.375,1099.469
179,674.536,904.381,1033.901,856.396,1116.644,1108.737,1231.062,1094.712,1079.474,1184.954,1029.219,937.458,947.436,780.488,772.014,841.574,838.085,1102.680
180,669.449,898.808,1033.105,853.024,1109.037,1107.591,1230.891,1092.835,1074.189,1187.998,1025.349,932.699,947.155,779.487,768.921,839.700,831.759,1102.101
181,673.422,900.359,1034.180,855.191,1113.774,1106.764,1222.602,1093.792,1073.680,1184.431,1029.368,937.807,944.523,780.299,771.951,842.042,834.155,1096.329
182,686.769,901.581,1035.466,855.130,1112.880,1112.848,1228.724,1094.276,1074.721,1188.112,1028.876,937.852,948.718,783.272,772.735,842.308,837.254,1102.384
183,679.714,901.240,1033.780,854.590,1111.613,1110.340,1226.033,1092.933,1074.938,1182.258,1027.120,936.430,948.460,780.011,770.585,840.081,833.941,1099.823
184,677.830,898.374,1033.197,851.109,1107.581,1102.098,1223.450,1090.763,1074.038,1179.877,1021.487,932.379,942.929,777.860,769.589,836.353,830.403,1097.050
185,682.490,902.302,1033.028,857.057,1109.233,1109.767,1225.252,1093.478,1072.870,1182.410,1026.825,935.808,946.524,783.298,774.596,841.769,833.899,1098.359
186,681.554,897.108,1029.723,851.108,1109.719,1106.863,1222.739,1085.695,1066.294,1183.704,1018.264,928.220,937.116,780.435,768.636,834.922,827.557,1098.880
187,673.277,897.905,1028.785,850.585,1106.353,1107.581,1222.057,1090.044,1068.770,1181.152,1021.665,929.825,939.895,779.620,772.449,836.388,831.363,1095.692
188,675.653,898.800,1032.351,851.652,1106.640,1102.685,1223.415,1089.565,1073.971,1182.815,1024.100,933.919,937.986,780.342,771.352,838.503,831.199,1096.615
189,676.641,895.461,1033.543,851.032,1104.157,1106.193,1219.653,1089.605,1069.931,1177.188,1023.212,930.507,939.826,779.051,772.552,834.686,829.185,1097.720
190,684.633,897.732,1033.988,854.550,1105.442,1107.760,1226.121,1091.270,1073.933,1180.823,1027.332,934.732,943.168,783.956,774.425,839.345,833.404,1102.783
191,680.121,898.618,1036.624,851.445,1104.062,1105.701,1224.772,1085.474,1068.117,1177.841,1024.560,930.486,940.409,782.317,772.831,839.449,832.042,1099.275
192,683.099,899.167,1033.516,851.759,1108.810,1110.376,1225.560,1092.221,1070.106,1178.522,1028.160,934.511,939.783,781.864,778.386,838.676,834.813,1101.670
193,678.036,896.319,1030.686,849.419,1104.329,1104.142,1223.275,1084.544,1070.249,1177.953,1024.203,933.485,938.042,780.097,775.021,838.378,828.796,1098.927
194,681.575,898.569,1036.074,855.626,1111.331,1110.948,1227.345,1091.397,1070.474,1182.197,1023.807,937.878,942.265,785.041,778.436,840.730,833.022,1106.714
195,676.112,897.639,1032.044,850.142,1105.068,1111.213,1222.061,1086.209,1069.316,1176.790,1026.404,932.749,937.413,782.647,775.275,839.307,828.967,1097.924
196,674.247,898.632,1031.738,849.339,1101.934,1105.813,1222.274,1087.071,1069.508,1175.728,1025.494,932.603,938.231,778.958,773.818,835.746,825.252,1099.487
197,672.401,896.818,1036.818,852.370,1111.630,1104.638,1228.638,1092.878,1071.484,1179.288,1027.364,933.074,940.848,783.490,777.957,839.889,829.512,1101.197
198,668.151,895.222,1032.024,848.934,1107.790,1103.344,1221.686,1088.937,1068.749,1173.119,1021.589,931.379,937.346,780.566,774.045,837.990,827.314,1099.586
199,676.731,897.349,1034.134,855.263,1108.993,1111.744,1225.122,1087.273,1074.427,1177.239,1027.527,933.046,941.018,782.959,778.264,837.862,829.563,1101.394
200,673.889,897.759,1033.300,850.679,1108.106,1107.365,1222.243,1087.222,1071.504,1172.555,1024.060,930.119,940.897,780.468,777.167,839.330,825.328,1098.126
201,678.641,895.116,1030.693,845.563,1101.572,1103.932,1216.628,1088.386,1067.610,1175.386,1020.438,932.107,934.532,777.971,772.333,835.622,824.081,1095.409
202,675.595,895.970,1030.759,849.847,1111.711,1102.241,1223.268,1091.541,1071.033,1173.723,1023.464,932.223,938.126,779.103,777.843,836.912,824.458,1097.319
203,679.624,895.897,1030.110,847.591,1108.771,1103.368,1219.224,1087.052,1064.585,1169.483,1020.347,931.161,936.587,779.344,775.410,837.220,822.037,1096.986
204,672.049,893.821,1028.463,850.157,1108.104,1097.364,1221.647,1087.106,1065.960,1172.339,1020.780,926.313,937.871,779.494,773.720,835.571,822.854,1095.445
205,673.893,890.535,1028.125,845.957,1104.963,1101.583,1216.314,1088.838,1064.688,1170.154,1018.933,926.742,935.405,775.730,771.544,834.598,822.310,1089.887
206,676.565,895.299,1033.583,850.322,1107.633,1103.057,1220.528,1088.750,1069.739,1171.576,1024.128,930.318,943.967,781.095,777.518,837.572,825.294,1095.899
207,668.833,897.756,1032.932,848.444,1108.343,1101.879,1221.525,1089.196,1070.044,1177.739,1023.355,931.344,941.140,779.824,776.178,839.353,826.144,1096.491
208,679.173,898.104,1032.870,850.945,1106.311,1104.341,1222.208,1087.050,1070.067,1171.141,1026.774,935.347,941.282,781.294,776.459,840.875,825.071,1094.193
209,672.595,894.780,1026.357,848.047,1108.419,1107.306,1221.294,1087.744,1067.700,1165.021,1020.084,930.970,941.048,775.320,776.599,837.636,823.646,1097.289
210,677.650,900.219,1035.939,851.366,1112.459,1109.865,1223.397,1094.078,1071.849,1176.363,1028.046,938.050,943.203,780.022,779.780,839.576,828.468,1100.169
211,676.364,896.261,1035.954,849.336,1107.222,1105.306,1220.702,1089.994,1072.160,1171.762,1026.918,934.233,944.743,781.125,778.697,841.257,827.393,1098.612
212,672.886,895.977,1032.346,851.936,1112.290,1100.343,1219.751,1091.135,1068.832,1171.177,1028.104,932.507,939.418,777.491,776.910,837.571,824.439,1098.109
213,679.187,897.057,1034.026,849.962,1110.939,1107.038,1220.620,1088.566,1071.466,1172.663,1026.702,931.509,944.537,777.225,778.616,837.980,826.086,1097.390
214,680.820,898.054,1033.336,853.480,1108.422,1106.706,1223.231,1091.057,1069.876,1168.825,1031.333,935.906,943.710,781.672,781.370,841.213,828.208,1095.691
215,668.478,896.039,1028.559,848.436,1112.484,1098.498,1218.145,1086.348,1067.013,1166.843,1022.583,929.252,943.011,776.794,777.332,837.292,823.724,1093.077
216,679.248,898.895,1030.039,849.933,1109.548,1103.835,1223.329,1087.410,1068.175,1169.469,1024.462,935.086,943.488,777.901,778.353,838.371,826.676,1092.337
217,680.357,894.839,1027.101,847.601,1105.517,1106.634,1217.840,1086.284,1066.740,1165.417,1018.549,931.768,940.711,777.307,778.146,834.082,823.149,1091.746
218,674.709,897.062,1030.769,850.319,1110.207,1102.577,1218.523,1088.311,1066.219,1174.157,1022.435,930.294,942.955,779.026,778.542,838.823,823.056,1092.758
219,665.742,894.716,1025.285,846.809,1107.526,1101.924,1215.297,1083.213,1061.116,1166.245,1020.130,929.474,941.921,777.154,777.924,836.591,821.211,1090.490
220,669.879,887.499,1023.563,844.221,1104.011,1104.358,1214.084,1081.529,1059.816,1161.317,1016.698,927.914,935.829,774.153,773.931,832.716,818.868,1085.502
221,675.478,893.002,1026.916,847.628,1107.987,1102.120,1217.016,1089.216,1061.911,1163.106,1023.457,931.740,941.608,775.830,776.765,834.413,820.950,1092.639
222,672.381,893.883,1028.286,848.519,1108.284,1104.694,1214.879,1090.500,1061.841,1166.115,1019.717,929.379,942.434,778.633,775.679,835.398,820.416,1088.589
223,668.810,894.206,1026.928,848.112,1110.756,1102.432,1218.628,1083.481,1062.142,1167.447,1019.946,928.812,940.743,775.352,776.775,834.594,821.607,1089.159
224,670.934,893.581,1022.365,847.617,1102.217,1098.979,1217.843,1086.669,1060.383,1164.507,1016.543,927.538,940.340,776.343,775.670,835.728,819.997,1087.411
225,674.012,894.174,1029.385,847.367,1109.416,1102.251,1219.749,1092.162,1062.287,1162.208,1018.251,935.077,940.091,776.856,775.982,836.416,822.425,1093.505
226,676.631,897.006,1026.486,848.753,1108.641,1104.489,1221.066,1092.922,1065.285,1168.109,1027.273,934.965,940.093,778.663,778.773,839.430,824.621,1095.307
227,679.923,899.264,1032.353,849.906,1104.952,1104.779,1226.046,1089.413,1064.567,1167.394,1025.290,932.350,944.840,779.125,778.574,838.392,824.059,1094.008
228,678.575,898.070,1027.882,848.213,1110.287,1107.022,1217.842,1086.844,1065.063,1166.809,1018.706,928.459,941.424,777.531,777.579,836.301,820.627,1094.183
229,675.104,893.879,1028.485,844.105,1105.405,1103.218,1217.354,1085.846,1061.321,1161.045,1020.766,925.240,937.701,775.942,773.074,833.104,820.146,1088.952
230,673.898,896.730,1026.342,847.161,1106.917,1103.664,1220.105,1090.146,1060.649,1164.519,1020.293,931.528,940.853,776.423,778.339,836.730,822.852,1090.536
231,679.313,899.698,1031.943,849.703,1107.925,1108.039,1223.235,1094.560,1066.714,1166.695,1023.421,932.811,942.404,783.029,780.961,837.861,826.389,1096.292
232,676.345,896.868,1028.391,847.901,1104.860,1102.635,1221.643,1091.342,1064.144,1163.785,1023.248,929.048,945.932,778.229,776.846,835.256,819.833,1094.750
233,673.544,897.148,1028.073,845.806,1107.300,1103.793,1220.640,1088.546,1059.052,1166.908,1021.521,928.377,942.050,780.680,776.299,835.172,819.857,1092.570
234,678.697,898.458,1029.944,847.616,1105.775,1103.356,1221.216,1087.994,1062.320,1162.179,1023.841,931.503,941.398,778.181,777.079,835.406,822.693,1095.625
235,677.721,896.083,1029.056,844.662,1107.979,1100.977,1220.806,1089.337,1059.121,1166.941,1021.841,932.554,940.780,778.512,777.532,834.822,820.342,1091.217
236,674.634,897.484,1027.590,845.910,1102.122,1099.919,1219.445,1082.862,1060.843,1161.682,1021.017,927.403,942.392,777.872,773.833,831.430,820.464,1090.917
237,670.196,900.031,1030.839,848.361,1100.331,1105.110,1220.917,1090.571,1059.553,1161.972,1022.586,928.135,939.697,777.424,774.412,832.790,818.766,1091.263
238,678.185,897.324,1030.917,845.440,1101.104,1109.075,1223.547,1086.205,1061.571,1165.468,1016.626,928.288,941.534,778.243,775.965,834.313,823.232,1090.549
239,672.303,896.286,1032.158,846.979,1105.748,1103.266,1223.730,1087.936,1062.203,1165.892,1022.423,930.786,938.734,778.298,775.958,833.215,821.827,1089.720
240,676.876,900.988,1031.830,850.878,1110.370,1111.217,1226.841,1093.301,1064.335,1164.048,1025.058,933.743,948.215,781.484,778.920,836.209,822.828,1093.840
241,668.180,896.994,1030.014,847.627,1104.130,1103.466,1221.809,1086.096,1057.931,1162.655,1023.626,931.069,940.775,778.402,774.358,835.994,820.276,1087.776
242,668.010,898.235,1031.870,849.045,1107.862,1109.323,1226.139,1087.072,1062.771,1171.017,1024.213,929.355,945.285,780.268,776.471,835.128,823.052,1092.888
243,678.699,899.042,1029.517,848.186,1106.474,1105.931,1223.252,1088.674,1062.895,1167.480,1021.539,930.052,942.887,779.287,777.038,834.351,818.840,1094.647
244,668.315,900.539,1034.445,846.911,1108.613,1109.268,1227.160,1090.756,1062.619,1173.525,1021.532,932.815,945.688,779.637,775.654,832.682,823.719,1093.695
245,679.539,901.352,1031.628,850.862,1105.851,1105.893,1225.001,1095.545,1061.704,1173.791,1023.378,932.483,945.167,779.588,774.916,835.691,823.183,1094.355
246,675.534,902.913,1033.173,851.083,1114.010,1109.205,1222.954,1092.627,1064.071,1173.598,1024.324,933.736,944.809,782.068,774.213,833.395,823.160,1094.193
247,684.272,905.265,1037.896,851.912,1116.524,1113.217,1229.627,1099.630,1069.582,1176.301,1025.651,937.259,947.650,784.054,777.394,837.274,826.937,1097.306
248,681.520,901.812,1036.082,849.284,1110.694,1115.552,1226.505,1092.050,1065.711,1173.722,1023.214,933.096,951.099,780.997,776.126,832.370,823.971,1090.396
249,681.522,899.066,1033.390,847.393,1106.901,1105.075,1225.415,1095.505,1067.756,1172.873,1020.742,927.164,947.898,778.893,773.023,831.785,819.822,1089.835
250,675.366,900.171,1036.354,847.473,1113.270,1106.343,1226.623,1094.225,1062.227,1177.015,1021.660,931.421,948.393,779.442,772.841,829.654,821.078,1093.652
251,677.420,901.209,1034.691,847.504,1104.871,1107.833,1223.875,1093.148,1064.089,1172.310,1023.671,926.923,945.680,779.613,773.485,830.415,821.868,1092.770
252,672.872,902.084,1036.061,847.804,1106.800,1105.917,1224.934,1097.959,1064.173,1175.619,1027.813,929.179,946.071,780.504,774.393,831.436,820.669,1095.101
253,689.060,905.453,1038.675,853.573,1117.501,1110.233,1226.092,1099.950,1067.346,1181.203,1024.471,932.593,950.649,787.595,779.430,838.328,825.272,1098.924
254,682.969,905.560,1039.223,849.840,1114.802,1109.766,1227.391,1100.774,1068.482,1176.919,1029.898,931.485,948.047,783.209,777.333,837.442,823.808,1099.131
255,677.781,898.118,1035.179,848.197,1110.726,1103.553,1222.749,1093.277,1060.742,1174.908,1022.998,927.682,941.965,780.045,773.073,830.023,817.742,1092.200
256,677.100,901.219,1032.129,850.399,1111.223,1114.152,1222.541,1092.474,1063.170,1174.770,1022.086,924.062,946.405,778.165,773.964,832.699,820.560,1089.729
257,672.842,900.310,1033.707,847.299,1105.133,1110.771,1221.302,1095.504,1066.448,1177.498,1020.685,928.130,944.208,780.738,773.917,831.110,819.995,1091.800
258,678.163,899.512,1035.677,851.565,1113.633,1109.440,1222.763,1097.185,1064.970,1177.076,1026.100,927.734,946.486,782.206,776.653,834.277,823.422,1093.927
259,676.872,901.159,1034.815,850.206,1108.446,1110.802,1221.898,1093.509,1065.812,1178.870,1023.263,925.438,948.423,780.089,771.974,831.903,821.908,1090.798
260,670.284,900.826,1032.912,847.324,1108.558,1113.398,1221.677,1093.310,1065.862,1176.922,1021.785,929.521,944.829,777.380,773.485,831.460,820.465,1088.967
261,675.117,899.306,1032.860,847.074,1111.588,1114.080,1219.315,1091.873,1066.473,1175.916,1022.337,924.660,943.638,776.717,773.091,832.488,819.534,1088.177
262,677.585,901.951,1032.607,850.284,1114.369,1110.881,1222.829,1095.877,1068.214,1176.666,1023.651,928.595,943.070,780.497,774.083,832.896,819.347,1087.077
263,677.134,898.871,1033.011,849.081,1106.117,1110.018,1219.293,1095.905,1067.966,1181.461,1019.796,928.605,944.023,781.048,773.333,831.556,819.570,1091.075
264,675.861,902.939,1036.302,849.922,1108.867,1119.712,1227.094,1097.038,1069.525,1183.267,1025.753,931.139,945.683,783.409,776.278,835.597,822.166,1090.785
265,668.857,900.793,1031.768,849.775,1114.466,1112.406,1220.330,1093.384,1068.187,1179.455,1020.254,927.959,941.223,779.959,772.342,831.889,817.690,1091.447
266,672.240,901.311,1034.540,852.047,1109.253,1109.351,1219.904,1092.282,1069.009,1174.689,1026.630,928.276,943.039,780.902,774.842,830.483,819.069,1090.381
267,678.694,898.872,1034.310,850.857,1109.439,1116.741,1220.259,1092.521,1068.338,1178.631,1025.632,922.466,943.922,778.855,770.795,830.332,817.184,1086.849
268,669.810,899.467,1029.382,847.823,1109.902,1115.951,1216.568,1094.868,1065.369,1174.746,1022.434,924.172,941.115,777.938,768.704,829.624,818.102,1083.764
269,673.961,903.078,1035.879,850.716,1113.259,1120.109,1220.960,1093.970,1071.026,1178.703,1025.477,925.891,946.113,780.219,774.234,832.179,823.826,1089.765
270,669.529,900.699,1033.052,849.771,1110.150,1119.231,1222.035,1092.013,1066.630,1179.483,1023.793,922.910,943.361,776.139,770.417,833.413,816.984,1087.158
271,674.629,903.050,1033.804,850.182,1112.908,1122.898,1224.024,1095.748,1066.556,1182.758,1021.707,926.405,945.042,780.147,771.156,831.897,817.208,1087.649
272,669.714,899.444,1031.885,849.671,1109.429,1117.600,1217.374,1095.164,1064.705,1177.781,1023.231,925.732,946.953,778.185,768.655,829.432,816.735,1086.107
273,674.888,903.774,1031.978,851.574,1119.361,1119.136,1223.038,1098.232,1068.846,1182.501,1024.127,927.130,946.136,780.701,770.669,833.737,821.695,1088.239
274,672.930,906.225,1034.191,851.965,1112.591,1118.543,1223.801,1099.274,1068.941,1186.295,1024.563,923.605,948.186,783.802,771.664,834.334,822.136,1089.893
275,673.514,900.724,1033.226,850.802,1114.599,1121.848,1222.026,1093.868,1063.408,1180.228,1018.446,927.465,944.307,780.061,769.556,831.939,818.315,1085.144
276,670.604,901.854,1030.048,848.965,1107.505,1119.054,1220.273,1093.216,1064.811,1177.680,1022.280,926.500,942.376,778.588,770.311,831.633,816.524,1080.473
277,667.498,900.822,1030.576,849.477,1109.873,1117.388,1217.595,1093.510,1065.642,1181.144,1022.682,926.194,948.363,779.684,771.372,831.510,816.417,1084.542
278,668.677,898.731,1024.596,847.832,1103.910,1114.981,1218.833,1094.304,1057.326,1180.070,1020.588,920.260,943.301,774.838,767.066,825.251,816.701,1083.980
279,676.942,903.739,1029.793,852.501,1110.135,1118.292,1222.723,1098.668,1065.256,1181.112,1027.911,925.191,946.790,778.486,771.352,833.598,819.429,1086.603
280,673.226,901.017,1031.951,850.224,1105.418,1114.064,1218.589,1098.436,1064.461,1181.272,1023.010,925.900,946.227,777.191,769.642,828.529,817.423,1083.562
281,674.451,904.076,1031.516,853.391,1112.886,1121.074,1225.412,1096.512,1067.559,1183.824,1025.275,925.455,948.259,781.561,770.538,833.284,821.216,1087.958
282,671.008,904.628,1031.461,853.129,1111.173,1125.333,1223.353,1098.015,1061.618,1187.049,1021.151,923.052,949.810,779.927,769.434,828.997,818.151,1086.862
283,674.361,907.614,1033.272,852.682,1111.473,1117.601,1224.482,1098.265,1066.189,1181.923,1022.702,927.444,945.810,781.540,771.123,831.720,822.001,1086.102
284,664.634,902.594,1032.139,854.313,1115.140,1123.815,1224.184,1096.925,1063.245,1189.184,1025.406,925.811,949.060,779.750,770.676,834.323,821.948,1086.658
285,664.286,900.061,1027.805,850.837,1106.403,1119.538,1219.062,1096.065,1060.751,1181.319,1019.438,919.361,944.749,780.284,766.811,828.118,817.890,1084.316
