 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45
62,567.048,1410.275,1341.655,1614.879,1315.166,1598.401,1221.943,1377.436,1514.883,1410.638,1010.003,1625.230,1576.878,1106.487,1130.640,1491.631,1220.490,1770.092,1593.824,1410.932,1521.504,992.463,1619.683,1544.186,1503.319,1392.504,1730.571,1383.380,1048.086,1145.994,1342.494,1490.442,971.081,949.606,1053.955,860.599,1285.445,1494.525,1191.411,1301.377,1125.529,1572.750,1375.151,1322.884,1150.777
63,568.998,1406.272,1338.023,1609.746,1316.539,1594.382,1219.461,1374.185,1520.391,1408.531,1010.017,1619.865,1576.809,1108.227,1124.179,1482.902,1220.084,1771.754,1597.272,1408.457,1526.413,984.558,1617.893,1541.272,1509.907,1391.098,1751.884,1378.500,1037.718,1143.195,1346.926,1493.538,963.143,949.283,1056.180,864.138,1281.408,1496.171,1183.971,1293.650,1134.344,1563.349,1374.449,1323.945,1149.353
64,569.021,1413.665,1333.379,1609.625,1319.695,1590.113,1221.501,1374.451,1522.848,1405.238,1012.242,1622.069,1579.279,1109.601,1133.084,1484.744,1221.008,1761.336,1590.414,1411.367,1524.167,982.369,1624.362,1536.967,1500.021,1394.981,1738.426,1387.139,1037.285,1143.370,1355.809,1485.195,971.245,951.219,1051.763,864.329,1276.707,1495.620,1187.135,1302.271,1123.365,1563.699,1374.336,1328.312,1150.691
65,573.146,1422.045,1337.952,1609.661,1314.790,1592.631,1228.126,1381.109,1526.066,1410.088,1016.649,1627.538,1583.796,1113.636,1131.388,1489.983,1226.327,1768.071,1595.666,1416.334,1533.590,990.907,1629.256,1542.223,1510.891,1399.643,1757.465,1387.126,1049.314,1150.846,1355.492,1506.550,980.093,956.599,1059.075,877.064,1291.777,1504.968,1192.276,1304.184,1128.474,1574.453,1384.461,1320.418,1155.672
66,569.947,1418.676,1337.868,1602.810,1317.015,1591.832,1221.740,1373.393,1519.896,1398.593,1015.779,1628.008,1574.335,1110.053,1128.111,1480.240,1227.775,1758.741,1597.027,1414.999,1526.450,986.542,1633.044,1538.496,1508.084,1399.966,1731.225,1380.427,1051.757,1155.854,1358.017,1491.621,964.136,952.484,1056.281,879.758,1283.678,1502.474,1192.866,1302.471,1129.050,1572.453,1369.114,1325.073,1150.750
67,569.098,1421.467,1340.389,1603.824,1317.144,1594.107,1221.082,1374.315,1519.647,1408.954,1011.937,1620.799,1582.233,1108.565,1130.656,1482.986,1223.165,1757.704,1595.045,1414.506,1525.189,987.647,1629.896,1527.916,1503.464,1390.538,1753.365,1390.958,1047.864,1143.453,1358.364,1493.842,970.729,952.573,1059.778,872.076,1283.242,1501.046,1191.522,1309.902,1137.211,1561.096,1375.266,1335.026,1143.657
68,574.523,1423.855,1344.162,1606.278,1322.062,1596.881,1227.522,1382.121,1522.901,1417.896,1015.688,1625.020,1583.945,1112.318,1140.333,1480.653,1225.234,1769.122,1589.535,1421.140,1532.898,986.522,1641.033,1535.597,1517.348,1402.698,1745.225,1389.948,1053.687,1148.577,1363.632,1497.982,972.632,955.028,1062.425,867.557,1289.821,1507.000,1187.466,1300.678,1132.387,1571.115,1378.002,1325.042,1153.754
69,572.382,1417.958,1342.550,1600.736,1318.017,1586.515,1226.501,1377.568,1519.107,1413.538,1015.548,1628.180,1584.699,1111.429,1135.672,1481.738,1224.556,1772.747,1593.588,1419.494,1528.616,987.544,1642.496,1537.942,1497.807,1399.886,1748.417,1389.443,1043.421,1163.738,1352.194,1506.515,966.503,959.133,1058.557,874.474,1285.539,1509.432,1191.346,1289.750,1141.916,1556.367,1383.026,1329.025,1147.027
70,572.210,1425.535,1348.641,1606.408,1318.735,1591.637,1231.669,1383.253,1526.933,1421.582,1016.655,1625.221,1586.358,1116.294,1140.113,1487.747,1229.532,1777.683,1603.083,1423.607,1543.058,990.728,1651.399,1529.647,1507.047,1395.991,1756.298,1387.740,1056.355,1153.688,1370.695,1496.688,973.699,961.225,1055.459,870.252,1289.072,1505.755,1194.290,1296.573,1142.305,1569.589,1380.517,1325.233,1148.976
71,566.312,1424.011,1346.777,1591.312,1320.063,1583.119,1226.413,1370.819,1532.949,1419.284,1014.099,1620.635,1591.138,1110.114,1137.497,1487.037,1224.685,1758.037,1592.370,1415.210,1535.244,981.730,1642.803,1533.452,1501.623,1389.665,1739.564,1387.064,1044.206,1150.834,1352.391,1498.144,966.297,952.463,1056.205,872.356,1274.451,1498.739,1188.292,1290.014,1141.299,1556.120,1372.028,1316.169,1146.659
72,576.598,1431.987,1354.513,1599.560,1320.464,1587.022,1228.164,1378.608,1531.260,1431.506,1019.078,1627.491,1585.419,1117.203,1142.837,1487.344,1229.978,1774.313,1594.624,1422.345,1536.500,988.058,1650.124,1525.355,1502.041,1398.521,1722.861,1384.378,1056.384,1147.396,1369.409,1502.852,970.314,960.249,1059.043,876.020,1285.272,1504.758,1192.910,1299.171,1126.167,1568.422,1389.176,1329.011,1163.042
73,574.038,1434.782,1356.621,1594.068,1319.842,1596.505,1230.853,1375.819,1532.865,1438.297,1013.543,1626.112,1583.928,1117.242,1140.467,1478.976,1228.879,1769.006,1594.133,1419.747,1533.914,988.586,1636.736,1529.736,1516.308,1402.976,1727.908,1390.501,1056.290,1155.285,1374.765,1506.457,966.740,954.528,1056.041,874.474,1283.821,1492.988,1189.209,1292.585,1133.922,1556.066,1390.826,1339.461,1145.201
74,569.206,1435.237,1361.558,1596.925,1328.446,1586.610,1227.536,1383.387,1544.620,1432.398,1016.304,1614.468,1580.352,1121.099,1142.677,1476.325,1228.818,1774.325,1593.520,1424.830,1541.740,993.884,1654.008,1533.099,1496.071,1390.890,1741.920,1388.445,1049.637,1158.421,1364.193,1502.453,971.735,961.876,1049.939,871.034,1282.835,1501.196,1196.428,1290.496,1140.855,1555.711,1375.603,1332.527,1153.165
75,572.386,1438.619,1363.086,1593.038,1326.356,1591.314,1230.270,1377.436,1538.687,1427.995,1016.097,1635.067,1578.431,1114.837,1140.368,1487.676,1228.859,1768.784,1600.497,1423.620,1540.101,988.819,1647.909,1528.595,1508.216,1385.518,1736.942,1396.398,1050.449,1163.218,1368.767,1501.763,973.624,973.237,1054.601,879.300,1285.740,1505.624,1196.733,1291.825,1141.609,1554.133,1376.973,1329.942,1149.521
76,570.669,1434.218,1371.435,1591.400,1323.444,1593.214,1234.092,1374.777,1546.934,1433.167,1016.217,1633.217,1591.113,1119.395,1147.280,1472.792,1231.555,1765.633,1599.845,1426.752,1539.382,990.491,1650.302,1537.005,1510.667,1393.517,1750.456,1396.405,1060.964,1161.977,1368.597,1510.187,971.579,964.056,1060.826,877.683,1284.547,1506.240,1199.681,1303.778,1140.312,1556.093,1398.422,1323.142,1147.234
77,564.764,1429.383,1367.036,1583.464,1323.856,1590.053,1230.625,1375.692,1545.498,1430.769,1009.234,1627.110,1596.429,1114.971,1139.731,1476.531,1227.488,1774.270,1594.229,1426.356,1535.344,989.768,1643.951,1529.818,1506.541,1386.039,1735.608,1392.374,1046.949,1158.626,1369.789,1507.309,967.226,962.944,1057.194,863.437,1275.963,1507.219,1196.726,1287.498,1141.539,1551.864,1380.590,1323.964,1158.619
78,572.272,1428.657,1370.869,1576.726,1325.967,1596.622,1227.560,1369.977,1550.738,1423.049,1014.580,1636.528,1591.868,1117.492,1142.994,1481.209,1229.489,1769.886,1602.598,1421.630,1539.848,988.340,1658.977,1530.662,1505.264,1381.825,1752.283,1389.500,1048.482,1161.243,1378.203,1511.511,972.149,961.271,1060.546,875.978,1278.733,1502.675,1194.257,1288.707,1134.638,1547.394,1380.391,1332.127,1156.143
79,569.265,1434.230,1369.569,1577.480,1325.633,1596.755,1224.760,1379.182,1541.753,1420.699,1011.802,1630.071,1595.973,1121.115,1141.791,1471.616,1235.025,1771.308,1595.732,1422.938,1538.667,982.242,1655.998,1523.082,1505.056,1381.043,1723.629,1395.831,1044.978,1157.074,1376.515,1512.898,968.971,961.081,1057.653,871.456,1281.192,1507.192,1187.934,1286.313,1135.937,1548.135,1383.054,1315.755,1154.531
80,567.763,1427.869,1369.805,1578.525,1328.350,1591.749,1227.195,1372.996,1549.777,1419.712,1012.951,1635.452,1591.111,1122.348,1146.866,1478.579,1232.023,1771.781,1607.711,1426.644,1549.478,985.981,1662.449,1529.685,1525.035,1388.115,1733.053,1402.031,1051.790,1159.596,1372.712,1509.766,966.433,965.392,1054.313,870.774,1281.508,1499.075,1193.674,1282.832,1134.004,1546.104,1384.122,1328.389,1143.571
81,568.838,1426.977,1372.972,1572.854,1329.315,1593.532,1230.691,1373.485,1538.118,1429.446,1013.608,1623.755,1582.521,1118.287,1144.819,1474.092,1230.384,1771.853,1597.411,1421.001,1543.788,987.052,1664.541,1519.919,1525.531,1379.219,1729.746,1398.568,1040.791,1159.826,1366.156,1513.252,960.637,963.876,1055.483,879.179,1274.834,1506.580,1195.236,1285.638,1126.656,1547.137,1384.097,1323.724,1151.048
82,573.134,1426.919,1375.589,1573.289,1327.298,1597.368,1230.242,1373.029,1540.045,1434.139,1014.627,1629.605,1588.130,1118.070,1149.967,1479.151,1237.044,1767.414,1591.659,1429.435,1544.616,984.564,1669.692,1521.032,1508.016,1378.870,1718.662,1398.254,1039.440,1155.765,1383.107,1520.037,965.723,967.346,1052.159,880.346,1282.592,1502.323,1188.741,1276.955,1140.712,1547.424,1384.336,1330.896,1154.463
83,571.837,1434.560,1373.952,1572.841,1328.741,1592.425,1239.883,1378.964,1545.305,1433.008,1017.281,1632.893,1591.990,1120.238,1151.868,1474.396,1237.812,1769.691,1615.092,1424.682,1543.108,989.320,1681.042,1520.514,1518.753,1385.221,1737.981,1399.812,1046.699,1164.856,1371.765,1515.706,967.571,974.937,1064.027,881.176,1276.731,1509.584,1189.054,1287.461,1140.579,1550.034,1389.291,1328.058,1156.457
84,571.515,1425.810,1375.223,1574.060,1334.142,1597.227,1234.344,1379.299,1546.016,1426.558,1012.937,1633.843,1614.685,1118.573,1150.469,1474.686,1236.110,1769.718,1611.876,1426.149,1554.972,985.066,1675.802,1524.842,1526.260,1375.087,1745.851,1396.894,1049.718,1162.351,1378.008,1516.509,975.313,968.807,1060.418,880.194,1278.337,1518.946,1192.278,1284.909,1138.464,1543.520,1386.452,1333.926,1154.128
85,571.436,1427.312,1383.954,1562.621,1327.851,1598.027,1235.638,1380.628,1545.578,1431.330,1015.019,1630.007,1609.819,1119.857,1154.454,1480.859,1237.989,1760.824,1604.797,1423.248,1559.533,988.858,1685.376,1517.278,1508.431,1384.662,1729.322,1401.232,1045.531,1159.147,1378.433,1519.921,972.156,969.247,1065.098,887.534,1273.489,1521.221,1189.240,1290.273,1146.821,1544.944,1385.949,1319.111,1151.084
86,578.221,1428.929,1380.062,1568.883,1335.566,1602.550,1238.794,1385.876,1551.730,1433.676,1017.090,1635.210,1608.841,1120.440,1155.523,1469.359,1243.565,1769.375,1608.302,1425.283,1559.381,988.676,1700.866,1519.116,1521.421,1384.312,1748.211,1409.449,1051.922,1174.674,1380.530,1530.038,975.145,971.781,1068.186,886.201,1280.800,1536.673,1193.699,1287.340,1147.086,1545.490,1389.260,1330.095,1157.942
87,575.185,1428.655,1380.042,1569.550,1334.319,1596.091,1240.134,1384.475,1548.658,1430.607,1018.260,1637.028,1614.487,1124.302,1160.639,1485.112,1240.537,1774.272,1608.471,1430.396,1554.892,990.061,1699.721,1516.336,1536.043,1389.770,1745.198,1410.682,1054.186,1165.218,1388.464,1535.438,975.114,973.515,1062.632,887.411,1281.715,1533.735,1199.003,1284.897,1141.297,1552.472,1392.925,1330.830,1151.937
88,569.617,1428.419,1375.822,1565.752,1332.943,1598.931,1237.498,1373.047,1558.177,1429.733,1016.446,1628.481,1608.399,1123.826,1154.921,1481.430,1238.188,1765.955,1608.282,1424.559,1550.820,988.261,1704.069,1504.126,1526.918,1378.971,1737.913,1398.912,1054.286,1168.332,1369.209,1520.886,968.708,965.010,1060.808,882.201,1275.041,1532.257,1190.364,1279.974,1132.426,1543.014,1375.843,1324.862,1153.235
89,572.437,1428.689,1373.373,1563.482,1333.101,1590.834,1234.410,1379.097,1555.096,1429.842,1017.954,1636.912,1597.433,1122.602,1162.884,1483.425,1241.139,1775.293,1602.942,1427.356,1548.387,987.726,1710.669,1509.340,1535.975,1380.188,1728.710,1403.904,1052.780,1165.291,1385.593,1526.906,969.223,976.363,1057.807,883.807,1283.151,1528.277,1196.657,1287.392,1145.035,1556.099,1387.552,1323.460,1155.984
90,574.010,1426.713,1384.563,1568.117,1333.057,1603.089,1236.511,1380.898,1563.169,1437.139,1025.302,1638.101,1624.940,1128.801,1164.420,1486.198,1247.564,1767.257,1614.247,1430.084,1561.088,992.081,1711.825,1519.165,1531.271,1386.792,1738.436,1413.716,1058.118,1178.511,1379.660,1526.480,969.730,978.676,1068.576,890.880,1277.096,1525.516,1200.118,1286.258,1145.238,1555.589,1386.632,1341.399,1162.793
91,575.286,1430.601,1379.239,1559.451,1332.844,1593.881,1240.485,1372.775,1568.290,1427.996,1016.478,1644.298,1612.395,1127.613,1166.376,1486.219,1239.863,1755.179,1598.162,1423.439,1547.948,990.800,1713.262,1503.407,1531.097,1387.795,1730.552,1399.831,1037.155,1160.763,1375.525,1515.694,969.307,968.126,1063.963,877.658,1281.956,1519.631,1194.953,1277.266,1137.156,1557.297,1365.083,1334.757,1150.795
92,572.859,1425.899,1377.315,1551.856,1330.768,1594.469,1239.261,1371.468,1567.871,1428.108,1016.916,1635.395,1604.994,1125.575,1167.247,1474.574,1240.807,1762.418,1602.908,1424.751,1550.855,988.681,1709.712,1499.255,1527.540,1372.703,1734.758,1396.896,1049.228,1162.799,1375.756,1525.385,972.834,971.985,1062.344,886.865,1275.476,1524.506,1188.949,1284.144,1154.931,1565.446,1388.496,1326.364,1149.534
93,572.560,1428.483,1382.707,1550.812,1329.376,1594.814,1235.808,1376.775,1578.170,1431.862,1017.278,1635.497,1606.436,1123.975,1163.799,1476.156,1239.378,1753.941,1603.916,1425.919,1558.127,992.057,1717.026,1509.139,1539.874,1389.246,1746.570,1401.457,1052.420,1170.704,1371.189,1524.856,961.552,970.848,1063.214,888.902,1279.740,1524.649,1199.148,1283.006,1134.577,1551.294,1377.278,1329.918,1148.514
94,570.591,1421.429,1373.089,1550.496,1325.611,1602.845,1238.117,1369.538,1564.787,1430.295,1015.080,1634.623,1596.777,1118.971,1159.249,1481.560,1242.575,1757.603,1601.654,1432.070,1551.076,982.642,1723.391,1502.268,1545.932,1379.379,1727.700,1404.300,1041.428,1173.255,1369.120,1519.972,961.466,970.450,1054.653,877.394,1274.320,1519.707,1189.925,1279.653,1147.258,1563.917,1385.423,1339.011,1153.721
95,569.175,1420.763,1375.442,1550.123,1334.829,1591.063,1234.461,1366.493,1561.915,1432.414,1015.965,1638.684,1614.872,1122.899,1154.431,1483.640,1232.831,1756.331,1593.274,1428.461,1551.401,985.830,1716.230,1491.225,1535.760,1373.742,1747.802,1404.841,1046.215,1170.324,1368.554,1528.564,962.650,970.121,1059.361,871.496,1272.801,1526.589,1189.658,1277.067,1145.090,1561.252,1380.189,1324.323,1147.598
96,570.360,1423.339,1377.382,1548.396,1335.072,1606.642,1240.428,1373.077,1565.523,1441.576,1014.755,1642.617,1598.119,1130.104,1163.284,1476.872,1240.560,1756.980,1607.805,1430.682,1559.175,995.726,1734.650,1492.958,1542.178,1384.607,1737.110,1409.698,1046.218,1177.679,1375.749,1530.678,968.585,963.725,1063.485,884.020,1273.935,1522.475,1198.259,1278.885,1147.205,1558.608,1382.677,1342.921,1154.990
97,568.652,1420.688,1381.435,1544.103,1337.941,1600.260,1238.421,1372.218,1564.047,1428.155,1014.644,1631.510,1615.132,1116.401,1153.967,1480.071,1238.588,1753.051,1605.589,1423.709,1562.490,990.463,1738.172,1487.893,1530.977,1378.851,1739.129,1397.270,1040.275,1167.557,1365.986,1518.493,968.745,968.450,1066.477,877.038,1272.719,1538.933,1189.362,1279.763,1144.133,1564.823,1379.541,1323.970,1140.689
98,574.763,1411.438,1376.324,1545.921,1345.542,1586.803,1237.662,1369.792,1562.847,1430.803,1014.533,1641.186,1597.322,1122.359,1156.831,1480.415,1244.673,1749.152,1595.839,1425.941,1549.925,994.349,1728.870,1483.590,1540.429,1377.821,1726.390,1402.497,1037.734,1165.849,1361.969,1532.638,965.151,968.447,1060.507,888.082,1274.015,1529.203,1193.410,1286.517,1131.695,1555.797,1373.428,1321.023,1156.254
99,567.133,1422.267,1379.200,1542.059,1341.003,1605.840,1239.646,1371.058,1567.062,1431.163,1013.439,1637.589,1611.130,1122.164,1166.831,1474.053,1241.793,1762.660,1596.850,1429.039,1558.087,992.859,1740.116,1494.676,1538.879,1378.450,1730.880,1405.652,1044.479,1170.745,1366.372,1526.084,971.641,964.612,1071.841,894.011,1275.239,1521.967,1187.670,1286.265,1149.374,1571.264,1371.543,1321.435,1146.054
100,572.156,1414.830,1378.916,1539.487,1343.873,1594.455,1248.920,1367.112,1572.503,1436.871,1015.535,1641.225,1601.564,1123.843,1162.433,1471.446,1241.002,1757.789,1604.831,1430.950,1560.418,996.925,1742.490,1480.693,1537.030,1376.428,1740.283,1415.272,1040.635,1178.704,1365.523,1533.540,970.577,968.584,1065.885,884.518,1277.695,1532.524,1194.100,1276.130,1139.021,1568.307,1381.237,1330.966,1146.058
101,565.057,1412.207,1375.581,1539.233,1348.551,1590.177,1244.690,1366.274,1568.014,1441.456,1014.094,1638.866,1595.179,1123.548,1168.025,1476.661,1237.701,1745.557,1602.370,1428.744,1556.222,998.114,1752.000,1484.040,1542.416,1380.922,1729.701,1411.076,1047.458,1172.734,1362.717,1520.206,967.670,960.513,1056.860,881.332,1274.632,1521.750,1192.213,1279.970,1134.663,1574.691,1375.083,1330.080,1148.936
102,571.452,1409.868,1383.045,1537.953,1353.674,1591.270,1244.834,1363.354,1572.640,1434.137,1011.811,1634.533,1587.183,1122.469,1171.122,1481.717,1243.782,1755.310,1596.861,1432.287,1559.525,992.398,1754.124,1491.466,1540.450,1380.214,1728.478,1412.668,1041.039,1171.200,1357.295,1518.901,964.639,961.169,1060.868,877.453,1279.243,1527.575,1191.434,1290.201,1133.332,1566.361,1371.274,1342.056,1155.448
103,570.579,1405.672,1383.895,1535.540,1351.293,1583.310,1239.755,1370.490,1566.843,1437.293,1010.317,1635.480,1591.393,1118.339,1167.062,1473.028,1240.941,1745.650,1590.078,1430.538,1556.022,990.215,1758.049,1487.625,1552.887,1386.624,1722.272,1413.654,1054.024,1156.655,1358.910,1519.721,964.136,958.656,1052.449,879.012,1275.911,1514.716,1191.706,1287.105,1133.895,1563.132,1378.938,1338.399,1148.432
104,570.540,1417.785,1376.875,1537.846,1355.536,1595.585,1241.984,1375.151,1571.445,1438.181,1015.848,1639.036,1611.362,1127.245,1173.179,1477.257,1239.782,1761.281,1610.376,1439.318,1563.103,997.494,1754.062,1493.170,1532.063,1379.270,1729.214,1418.128,1048.639,1176.975,1356.872,1535.724,972.963,966.662,1063.649,883.732,1275.455,1522.536,1201.258,1297.088,1143.878,1574.631,1390.004,1338.874,1164.826
105,569.910,1414.273,1376.730,1531.636,1353.925,1592.771,1249.061,1361.913,1572.333,1447.095,1016.053,1642.117,1587.286,1128.282,1176.786,1485.144,1240.962,1752.259,1590.126,1431.095,1560.343,989.695,1767.263,1481.543,1533.382,1387.168,1742.263,1415.226,1052.511,1165.320,1353.032,1523.570,966.624,963.048,1049.931,880.690,1276.734,1507.150,1195.074,1292.344,1145.452,1571.168,1377.543,1344.718,1155.102
106,567.795,1408.987,1380.084,1531.061,1356.950,1598.832,1242.887,1369.630,1567.522,1437.929,1019.635,1642.096,1602.296,1126.885,1182.426,1479.930,1238.939,1766.472,1598.040,1429.538,1570.649,994.966,1763.647,1485.735,1541.847,1374.830,1737.836,1418.570,1048.643,1174.388,1362.896,1527.833,975.456,970.772,1056.491,886.466,1279.823,1522.147,1198.833,1297.078,1144.966,1573.636,1381.087,1344.420,1152.218
107,573.616,1415.115,1384.831,1532.699,1365.069,1594.568,1250.798,1372.518,1579.307,1440.959,1020.992,1648.562,1599.452,1126.487,1182.336,1488.443,1238.555,1752.461,1588.825,1435.436,1567.456,995.556,1772.096,1477.620,1546.891,1380.266,1740.219,1421.151,1044.411,1171.830,1360.432,1528.199,971.091,960.268,1058.059,883.029,1278.573,1515.657,1199.644,1292.125,1148.428,1571.919,1388.553,1348.706,1156.224
108,573.280,1405.983,1380.702,1524.422,1355.547,1587.809,1248.515,1365.854,1572.530,1446.857,1017.246,1640.701,1594.251,1124.763,1179.764,1494.671,1239.681,1754.108,1585.896,1429.059,1561.696,996.006,1766.363,1479.027,1537.034,1382.300,1731.419,1422.610,1046.526,1166.665,1358.922,1527.291,970.847,961.337,1054.574,878.392,1276.426,1517.024,1195.320,1304.516,1147.148,1572.509,1380.648,1340.008,1160.429
109,576.843,1413.104,1377.447,1527.259,1354.246,1580.276,1247.890,1368.159,1579.744,1449.043,1020.954,1650.375,1588.741,1128.006,1184.008,1492.745,1234.907,1755.920,1580.517,1426.497,1568.040,993.959,1774.064,1481.440,1543.975,1368.978,1728.507,1424.319,1050.334,1170.330,1353.386,1519.762,971.912,965.454,1055.327,878.340,1280.137,1513.042,1193.489,1303.881,1144.703,1568.808,1380.500,1349.837,1155.583
110,567.194,1398.836,1384.795,1519.086,1355.085,1587.573,1244.537,1365.323,1570.298,1443.575,1015.641,1640.342,1594.970,1124.574,1177.607,1498.387,1234.329,1755.590,1579.958,1432.519,1565.583,992.854,1778.261,1477.164,1534.504,1375.166,1728.870,1422.587,1051.506,1166.455,1362.063,1506.811,973.460,960.624,1056.725,876.462,1278.317,1505.575,1195.619,1295.177,1147.155,1564.097,1382.195,1350.375,1157.731
111,571.582,1404.430,1381.227,1521.040,1360.916,1597.643,1253.596,1372.168,1578.810,1459.684,1017.756,1644.514,1601.803,1121.741,1184.415,1498.594,1236.801,1760.824,1578.241,1434.604,1579.085,995.008,1793.431,1477.130,1532.611,1374.257,1740.065,1427.466,1050.224,1162.225,1357.880,1519.737,969.369,962.992,1059.320,889.664,1276.210,1521.081,1198.575,1312.146,1145.528,1561.054,1394.895,1350.620,1152.413
