Cell 3,Cell 37,Cell 41
25.436378,38.82941,17.209185
25.436378,38.82941,16.98179
25.436378,38.82941,16.766344
25.436378,38.82941,16.562222
25.436378,38.82941,16.368824
25.436378,38.82941,16.18559
25.436378,38.82941,16.011988
25.436378,38.82941,15.847506
25.436378,38.82941,15.6916685
25.436378,38.82941,15.544021
25.436378,38.82941,15.404131
25.436378,38.82941,86.913826
25.436378,38.82941,83.02338
25.436378,38.82941,79.33737
25.436378,38.82941,75.84508
25.436378,38.82941,72.5363
25.436378,38.82941,69.401405
25.436378,38.82941,66.43125
25.436378,38.82941,63.617184
25.436378,38.82941,60.950996
25.436378,38.82941,58.424923
25.436378,38.82941,56.031597
25.436378,38.82941,53.76404
25.436378,38.82941,51.61565
25.436378,38.82941,49.58016
25.436378,38.82941,47.65163
25.436378,38.82941,45.82445
25.436378,38.82941,44.093292
25.436378,38.82941,42.45311
25.436378,38.82941,40.899117
25.436378,38.82941,39.426792
25.436378,38.82941,38.031837
25.436378,38.82941,36.71019
25.436378,38.82941,35.457996
25.436378,38.82941,34.271606
25.436378,38.82941,45.941463
25.436378,38.82941,44.204155
25.436378,38.82941,42.558147
25.436378,38.82941,43.05132
25.436378,38.82941,41.46589
25.436378,38.82941,39.96378
25.436378,38.82941,38.540604
25.436378,38.82941,37.19222
25.436378,38.82941,35.914696
25.436378,38.82941,45.77265
25.436378,38.82941,44.044216
25.436378,38.82941,42.406612
25.436378,38.82941,40.855064
25.436378,38.82941,39.38505
25.436378,38.82941,37.99229
25.436378,38.82941,36.672718
25.436378,38.82941,35.422493
25.436378,38.82941,34.23797
25.436378,38.82941,33.115692
25.436378,38.82941,32.052395
25.436378,38.82941,31.044971
25.436378,38.82941,30.090492
25.436378,38.82941,29.186169
25.436378,38.82941,28.329372
25.436378,38.82941,27.517597
25.436378,38.82941,26.748486
25.436378,38.82941,26.019789
25.436378,38.82941,25.329388
25.436378,38.82941,35.77437
25.436378,38.82941,34.571354
25.436378,38.82941,33.431557
25.436378,38.82941,32.351658
25.436378,38.82941,31.32851
25.436378,38.82941,30.359127
25.436378,38.82941,29.44069
25.436378,38.82941,28.570515
25.436378,38.82941,27.74607
25.436378,38.82941,26.96495
25.436378,38.82941,26.224878
25.436378,38.82941,25.523699
25.436378,38.82941,24.859367
25.436378,38.82941,24.229946
25.436378,38.82941,23.6336
25.436378,38.82941,23.068596
25.436378,38.82941,22.533281
25.436378,38.82941,22.0261
25.436378,38.82941,21.545572
25.436378,38.82941,21.090294
25.436378,38.82941,20.658941
25.436378,38.82941,20.250257
25.436378,38.82941,19.86305
25.436378,38.82941,19.496193
25.436378,38.82941,19.148613
25.436378,38.82941,18.8193
25.436378,38.82941,18.50729
25.436378,38.82941,18.21168
25.436378,38.82941,17.9316
25.436378,38.82941,17.666243
25.436378,38.82941,17.414827
25.436378,38.82941,17.176626
25.436378,38.82941,16.950941
25.436378,38.82941,16.737118
25.436378,38.82941,16.53453
25.436378,38.82941,16.342588
25.436378,38.82941,16.160734
25.436378,38.82941,15.988437
25.436378,38.82941,15.825193
25.436378,38.82941,15.670528
25.436378,38.82941,34.704426
25.436378,38.82941,33.557636
25.436378,38.82941,32.47111
25.436378,38.82941,31.441685
25.436378,38.82941,30.466358
25.436378,38.82941,29.542282
25.436378,38.82941,28.66677
25.436378,38.82941,27.837265
25.436378,38.82941,27.051353
25.436378,38.82941,26.306742
25.436378,38.82941,25.601261
25.436378,38.82941,24.932854
25.436378,38.82941,24.29957
25.436378,38.82941,23.699566
25.436378,38.82941,23.131094
25.436378,38.82941,22.592497
25.436378,38.82941,22.082201
25.436378,38.82941,21.598724
25.436378,38.82941,21.140654
25.436378,38.82941,20.706656
25.436378,38.82941,20.295465
25.436378,38.82941,19.905882
25.436378,38.82941,19.536774
25.436378,38.82941,19.187061
25.436378,38.82941,18.855726
25.436378,38.82941,18.541803
25.436378,38.82941,18.244377
25.436378,38.82941,17.962582
25.436378,38.82941,17.695595
25.436378,38.82941,17.442638
25.436378,38.82941,17.202974
25.436378,38.82941,16.975906
25.436378,38.82941,16.76077
25.436378,38.82941,16.55694
25.436378,38.82941,16.363821
25.436378,38.82941,16.180851
25.436378,38.82941,16.007496
25.436378,38.82941,15.84325
25.436378,38.82941,15.687636
25.436378,38.82941,15.5402
25.436378,38.82941,15.400513
25.436378,38.82941,15.268165
25.436378,38.82941,15.142773
25.436378,38.82941,15.02397
25.436378,38.82941,14.911409
25.436378,38.82941,14.804766
25.436378,38.82941,14.703725
25.436378,38.82941,14.607994
25.436378,38.82941,14.517295
25.436378,38.82941,14.431361
25.436378,38.82941,14.349944
25.436378,38.82941,14.272805
25.436378,38.82941,14.19972
25.436378,38.82941,14.130475
25.436378,38.82941,14.06487
25.436378,38.82941,14.002712
25.436378,38.82941,13.94382
25.436378,38.82941,13.888023
25.436378,38.82941,13.835159
25.436378,38.82941,13.785073
25.436378,38.82941,13.737618
25.436378,38.82941,13.692658
25.436378,38.82941,13.650061
25.436378,38.82941,13.609701
25.436378,38.82941,13.571463
25.436378,38.82941,13.5352335
25.436378,38.82941,13.500909
25.436378,38.82941,13.468388
25.436378,38.82941,13.437575
25.436378,38.82941,13.408382
25.436378,38.82941,13.380724
25.436378,38.82941,13.354518
25.436378,38.82941,13.32969
25.436378,38.82941,13.306167
25.436378,38.82941,13.283879
25.436378,38.82941,13.262763
25.436378,38.82941,13.242757
25.436378,38.82941,13.223802
25.436378,38.82941,13.205843
25.436378,38.82941,13.1888275
25.436378,38.82941,13.172707
25.436378,38.82941,13.1574335
25.436378,38.82941,13.1429615
25.436378,38.82941,13.1292515
25.436378,38.82941,13.1162615
25.436378,38.82941,13.103953
25.436378,38.82941,13.092293
25.436378,38.82941,13.081244
25.436378,38.82941,13.070778
25.436378,38.82941,13.060861
25.436378,38.82941,13.051464
25.436378,38.82941,13.042562
25.436378,38.82941,13.034127
25.436378,38.82941,13.026135
25.436378,38.82941,13.018564
25.436378,38.82941,13.011391
25.436378,38.82941,13.004595
25.436378,38.82941,12.998156
25.436378,38.82941,12.992054
25.436378,38.82941,12.986274
25.436378,38.82941,12.980798
25.436378,38.82941,12.975609
25.436378,38.82941,12.970693
25.436378,38.82941,12.966035
